MatrixName,CommSize,Edge,Interior,Dimension,npoints,nnz,AvgNonzerosPerRow,AbsoluteNonZeroSum,Trace,AbsoluteTrace,DiagonalMean,DiagonalNonZeros,DiagonalAverage,FrobeniusNorn,RowVariance,AvgDiagonalDistance,InfinityNorm,MaxNonZeroPerRow,DiagonalSign,lowerBandwidth,upperBandwidth,RowDiagonalDominance,MinNonZeroPerRow,OneNorm,ColumnDiagonalDominance,ColumnVariance,Symmetricity,NonZeroPatternSymmetry,SymmeticInfinityNorm,AntiSymmetricFrobeniusNorm,SymmetricFrobeniusNorm,AntiSymmerticInfinityNorm
as-735_G_268.petsc,1,10,10,7716,30,6944.4,0.9,2.78E+07,5.87E+06,5.87E+06,760.267,1028.8,22.1695,1.02E+07,1.30E+06,1561.2,5702,1,-1,5719,4421,0,0,163456,0,2281.62,1,1,5702,0,8.80E+06,0
as-735_G_269.petsc,1,10,10,7716,30,10030.8,1.3,5.20E+07,945210,945210,122.5,257.2,14.2885,1.47E+07,135056,682.333,3675,1,-1,5719,3259,0,0,162962,0,4681.81,1,1,3675,0,2.84E+06,0
as-735_G_270.petsc,1,10,10,7716,30,10030.8,1.3,4.61E+07,0,0,0,0,#NAME?,1.36E+07,0,785.154,5,0,0,5719,4421,0,0,160894,0,4041.06,1,1,5,0,0,0
as-735_G_271.petsc,1,10,10,7716,30,10802.4,1.4,5.38E+07,945210,945210,122.5,257.2,14.2885,1.48E+07,135056,690.385,3675,1,-1,5719,4421,0,0,158844,0,4756.13,1,1,3675,0,2.84E+06,0
as-735_G_272.petsc,1,10,10,7716,30,9259.2,1.2,4.49E+07,945210,945210,122.5,257.2,14.2885,1.35E+07,135056,444.455,3675,1,-1,5719,1891,0,0,156990,0,3983.57,1,1,3675,0,2.84E+06,0
as-735_G_273.petsc,1,10,10,7716,30,8487.6,1.1,4.24E+07,0,0,0,0,#NAME?,1.33E+07,0,275.091,5,0,0,5719,1523,0,0,160585,0,3821.56,1,1,5,0,0,0
as-735_G_274.petsc,1,10,10,7716,30,10802.4,1.4,5.23E+07,0,0,0,0,#NAME?,1.46E+07,0,584.143,5,0,0,5637,3259,0,0,160869,0,4659.2,1,1,5,0,0,0
as-735_G_275.petsc,1,10,10,7716,30,6944.4,0.9,3.30E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,1.13E+07,1.33E+06,1669,5757,1,-1,5637,4421,0,0,159147,0,2791.19,1,1,5757,0,8.88E+06,0
as-735_G_276.petsc,1,10,10,7716,30,10030.8,1.3,5.14E+07,0,0,0,0,#NAME?,1.45E+07,0,754.385,5,0,0,5719,5314,0,0,160022,0,4588.2,1,1,5,0,0,0
as-735_G_277.petsc,1,10,10,7716,30,10030.8,1.3,4.97E+07,0,0,0,0,#NAME?,1.41E+07,0,680.615,5,0,0,5719,5314,0,0,164207,0,4342.84,1,1,5,0,0,0
as-735_G_278.petsc,1,10,10,7716,30,6944.4,0.9,2.83E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,1.04E+07,1.33E+06,1726.2,5757,1,-1,5739,5314,0,0,163207,0,2365.49,1,1,5757,0,8.88E+06,0
as-735_G_279.petsc,1,10,10,7716,30,7716,1,4.25E+07,0,0,0,0,#NAME?,1.35E+07,0,223.6,5,0,0,5719,5314,0,0,163861,0,3983.8,1,1,5,0,0,0
as-735_G_280.petsc,1,10,10,7716,30,6172.8,0.8,2.90E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,1.07E+07,1.33E+06,1875,5757,1,-1,5739,5314,0,0,161385,0,2489.09,1,1,5757,0,8.88E+06,0
as-735_G_281.petsc,1,10,10,7716,30,4629.6,0.6,2.27E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,9.60E+06,1.33E+06,2532,5757,1,-1,5739,5314,0,0,162961,0,2006.06,1,1,5757,0,8.88E+06,0
as-735_G_282.petsc,1,10,10,7716,30,9259.2,1.2,3.04E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,1.06E+07,1.33E+06,1755.38,5757,1,-1,5719,5316,0,0,163040,0,2467.44,1,1,5757,0,8.88E+06,0
as-735_G_283.petsc,1,10,10,7716,30,10802.4,1.4,4.14E+07,252828,252828,32.7667,257.2,3.82193,1.29E+07,9662.89,1136.23,983,1,-1,5739,5316,0,0,162448,0,3641.78,1,1,983,0,758483,0
as-735_G_284.petsc,1,10,10,7716,30,13117.2,1.7,4.65E+07,0,0,0,0,#NAME?,1.34E+07,0,895.882,5,0,0,5739,5316,0,0,159040,0,3936.05,1,1,5,0,0,0
as-735_G_285.petsc,1,10,10,7716,30,11574,1.5,4.90E+07,0,0,0,0,#NAME?,1.41E+07,0,830.667,5,0,0,5739,5316,0,0,166348,0,4321.12,1,1,5,0,0,0
as-735_G_286.petsc,1,10,10,7716,30,13117.2,1.7,4.86E+07,0,0,0,0,#NAME?,1.37E+07,0,835.294,5,0,0,5719,5316,0,0,166696,0,4105.19,1,1,5,0,0,0
as-735_G_287.petsc,1,10,10,7716,30,12345.6,1.6,4.40E+07,0,0,0,0,#NAME?,1.32E+07,0,887.812,5,0,0,5739,5314,0,0,162450,0,3800.47,1,1,5,0,0,0
as-735_G_288.petsc,1,10,10,7716,30,7716,1,2.65E+07,5.92E+06,5.92E+06,767.6,1028.8,22.3834,9.91E+06,1.33E+06,1574.5,5757,1,-1,5739,5316,0,0,164703,0,2136.75,1,1,5757,0,8.88E+06,0
as-735_G_289.petsc,1,10,10,7716,30,11574,1.5,4.32E+07,0,0,0,0,#NAME?,1.32E+07,0,830.6,5,0,0,5719,5314,0,0,186708,0,3788.57,1,1,5,0,0,0
as-735_G_290.petsc,1,10,10,7716,30,13117.2,1.7,4.87E+07,252828,252828,32.7667,257.2,3.82193,1.39E+07,9662.89,1033.12,983,1,-1,5739,5316,0,0,183141,0,4193.33,1,1,983,0,758483,0
as-735_G_291.petsc,1,10,10,7716,30,10030.8,1.3,2.97E+07,6.18E+06,6.18E+06,800.367,1286,18.6711,1.04E+07,1.34E+06,2173.75,5757,1,-1,5739,5316,0,0,183141,0,2336.02,1,1,5757,0,8.92E+06,0
as-735_G_292.petsc,1,10,10,7716,30,12345.6,1.6,4.71E+07,0,0,0,0,#NAME?,1.38E+07,0,899.688,5,0,0,5739,5316,0,0,182425,0,4153.55,1,1,5,0,0,0
as-735_G_293.petsc,1,10,10,7716,30,12345.6,1.6,4.70E+07,252828,252828,32.7667,257.2,3.82193,1.37E+07,9662.89,1113.93,983,1,-1,5739,5314,0,0,182425,0,4093.32,1,1,983,0,758483,0
as-735_G_294.petsc,1,10,10,7716,30,13117.2,1.7,4.92E+07,0,0,0,0,#NAME?,1.40E+07,0,907.059,5,0,0,5739,5314,0,0,182425,0,4248.37,1,1,5,0,0,0
as-735_G_295.petsc,1,10,10,7716,30,10030.8,1.3,2.65E+07,6.18E+06,6.18E+06,800.367,1286,18.6711,9.54E+06,1.34E+06,2173.75,5757,1,-1,5739,5316,0,0,182137,0,1980.83,1,1,5757,0,8.92E+06,0
as-735_G_296.petsc,1,10,10,7716,30,12345.6,1.6,4.70E+07,0,0,0,0,#NAME?,1.36E+07,0,875.5,5,0,0,5719,6647,0,0,180920,0,4020.68,1,1,5,0,0,0
as-735_G_297.petsc,1,10,10,7716,30,12345.6,1.6,4.64E+07,0,0,0,0,#NAME?,1.35E+07,0,700.375,5,0,0,5739,4421,0,0,176930,0,3959.51,1,1,5,0,0,0
as-735_G_298.petsc,1,10,10,7716,30,10802.4,1.4,4.34E+07,0,0,0,0,#NAME?,1.33E+07,0,875.643,5,0,0,5739,6647,0,0,175830,0,3827.81,1,1,5,0,0,0
as-735_G_299.petsc,1,10,10,7716,30,12345.6,1.6,4.80E+07,252828,252828,32.7667,257.2,3.82193,1.39E+07,9662.89,985.6,983,1,-1,5739,6647,0,0,172601,0,4181.44,1,1,983,0,758483,0
as-735_G_300.petsc,1,10,10,7716,30,13117.2,1.7,5.01E+07,252828,252828,32.7667,257.2,3.82193,1.40E+07,9662.89,1033.12,983,1,-1,5739,6647,0,0,176442,0,4276.31,1,1,983,0,758483,0
as-735_G_301.petsc,1,10,10,7716,30,9259.2,1.2,2.91E+07,6.22E+06,6.22E+06,806.1,1286,18.8048,1.04E+07,1.36E+06,2336.71,5800,1,-1,5739,4421,0,0,176442,0,2349.97,1,1,5800,0,8.98E+06,0
as-735_G_302.petsc,1,10,10,7716,30,9259.2,1.2,3.13E+07,6.01E+06,6.01E+06,778.267,1028.8,22.6944,1.08E+07,1.36E+06,1707.88,5837,1,-1,5739,6647,0,0,173328,0,2560.35,1,1,5837,0,9.01E+06,0
as-735_G_303.petsc,1,10,10,7716,30,10030.8,1.3,2.81E+07,6.26E+06,6.26E+06,811.033,1286,18.9199,9.85E+06,1.37E+06,2127.12,5837,1,-1,5739,6647,0,0,173411,0,2111.9,1,1,5837,0,9.04E+06,0
as-735_G_304.petsc,1,10,10,7716,30,13117.2,1.7,4.76E+07,252828,252828,32.7667,257.2,3.82193,1.36E+07,9662.89,869.375,983,1,-1,5739,6647,0,0,173210,0,3996.56,1,1,983,0,758483,0
as-735_G_305.petsc,1,10,10,7716,30,10030.8,1.3,4.12E+07,1.02E+06,1.02E+06,131.633,257.2,15.3538,1.28E+07,155946,1169.25,3949,1,-1,5719,5406,0,0,175804,0,3560.43,1,1,3949,0,3.05E+06,0
as-735_G_306.petsc,1,10,10,7716,30,9259.2,1.2,3.96E+07,0,0,0,0,#NAME?,1.26E+07,0,896.5,5,0,0,5719,6647,0,0,175804,0,3447.38,1,1,5,0,0,0
as-735_G_307.petsc,1,10,10,7716,30,10030.8,1.3,4.20E+07,0,0,0,0,#NAME?,1.31E+07,0,1366.38,5,0,0,5719,6647,0,0,175804,0,3742.69,1,1,5,0,0,0
as-735_G_308.petsc,1,10,10,7716,30,10030.8,1.3,3.99E+07,0,0,0,0,#NAME?,1.23E+07,0,1230.92,5,0,0,5899,6647,0,0,173881,0,3297.85,1,1,5,0,0,0
as-735_G_309.petsc,1,10,10,7716,30,7716,1,2.56E+07,4.50E+06,4.50E+06,583.7,771.6,22.6944,9.69E+06,1.02E+06,1778.29,5837,1,-1,5899,3847,0,0,178376,0,2044.6,1,1,5837,0,7.80E+06,0
as-735_G_310.petsc,1,10,10,7716,30,11574,1.5,5.92E+07,0,0,0,0,#NAME?,1.76E+07,0,1849,5,0,0,5899,6647,0,0,178376,0,6767.79,1,1,5,0,0,0
as-735_G_311.petsc,1,10,10,7716,30,10802.4,1.4,5.91E+07,0,0,0,0,#NAME?,1.77E+07,0,1778.86,5,0,0,5896,6647,0,0,182909,0,6786.47,1,1,5,0,0,0
as-735_G_312.petsc,1,10,10,7716,30,6944.4,0.9,3.03E+07,7.55E+06,7.55E+06,978.167,1286,22.8188,1.08E+07,1.72E+06,1327.25,5869,1,-1,5899,4421,0,0,178597,0,2561.66,1,1,5869,0,1.01E+07,0
as-735_G_313.petsc,1,10,10,7716,30,10030.8,1.3,5.72E+07,0,0,0,0,#NAME?,1.73E+07,0,1657.62,5,0,0,5899,6647,0,0,178435,0,6507.77,1,1,5,0,0,0
as-735_G_314.petsc,1,10,10,7716,30,10802.4,1.4,3.89E+07,8.56E+06,8.56E+06,1109.8,1543.2,21.5747,1.21E+07,1.88E+06,2506.62,5869,1,-1,5899,5406,0,0,178481,0,3181.3,1,1,5869,0,1.06E+07,0
as-735_G_315.petsc,1,10,10,7716,30,9259.2,1.2,3.32E+07,7.55E+06,7.55E+06,978.167,1286,22.8188,1.11E+07,1.72E+06,1753.57,5869,1,-1,5896,4421,0,0,180521,0,2677.4,1,1,5869,0,1.01E+07,0
as-735_G_316.petsc,1,10,10,7716,30,8487.6,1.1,2.94E+07,7.55E+06,7.55E+06,978.167,1286,22.8188,1.07E+07,1.72E+06,1825.67,5869,1,-1,5896,5406,0,0,181062,0,2478.1,1,1,5869,0,1.01E+07,0
as-735_G_317.petsc,1,10,10,7716,30,9259.2,1.2,3.42E+07,8.56E+06,8.56E+06,1109.8,1543.2,21.5747,1.13E+07,1.88E+06,1800,5869,1,-1,5899,4421,0,0,180058,0,2755.73,1,1,5869,0,1.06E+07,0
as-735_G_318.petsc,1,10,10,7716,30,9259.2,1.2,5.58E+07,0,0,0,0,#NAME?,1.75E+07,0,1923.42,5,0,0,5896,5406,0,0,181177,0,6644.7,1,1,5,0,0,0
as-735_G_319.petsc,1,10,10,7716,30,11574,1.5,6.03E+07,1.02E+06,1.02E+06,131.633,257.2,15.3538,1.78E+07,155946,2043.86,3949,1,-1,5896,5406,0,0,181044,0,6895.29,1,1,3949,0,3.05E+06,0
as-735_G_320.petsc,1,10,10,7716,30,7716,1,2.94E+07,7.55E+06,7.55E+06,978.167,1286,22.8188,1.07E+07,1.72E+06,1973.8,5869,1,-1,5899,4421,0,0,177152,0,2479.93,1,1,5869,0,1.01E+07,0
as-735_G_321.petsc,1,10,10,7716,30,10030.8,1.3,3.90E+07,7.55E+06,7.55E+06,978.167,1286,22.8188,1.21E+07,1.72E+06,2167.75,5869,1,-1,5899,5406,0,0,178328,0,3162.9,1,1,5869,0,1.01E+07,0
as-735_G_322.petsc,1,10,10,7716,30,13117.2,1.7,6.60E+07,1.02E+06,1.02E+06,131.633,257.2,15.3538,1.82E+07,155946,2148.31,3949,1,-1,5896,5406,0,0,181044,0,7170.09,1,1,3949,0,3.05E+06,0
as-735_G_323.petsc,1,10,10,7716,30,10030.8,1.3,4.15E+07,9.81E+06,9.81E+06,1271.83,1286,29.6695,1.40E+07,2.91E+06,2146.75,7631,1,-1,5899,5406,0,0,177170,0,4259.85,1,1,7631,0,1.32E+07,0
as-735_G_324.petsc,1,10,10,7716,30,13117.2,1.7,6.79E+07,0,0,0,0,#NAME?,1.91E+07,0,978.294,5,0,0,5899,5406,0,0,178586,0,7933.39,1,1,5,0,0,0
as-735_G_325.petsc,1,10,10,7716,30,13888.8,1.8,7.01E+07,1.02E+06,1.02E+06,131.633,257.2,15.3538,1.92E+07,155946,979.882,3949,1,-1,5899,5406,0,0,178586,0,8032.11,1,1,3949,0,3.05E+06,0
as-735_G_326.petsc,1,10,10,7716,30,13117.2,1.7,7.68E+07,1.02E+06,1.02E+06,131.633,257.2,15.3538,2.01E+07,155946,1056.94,3949,1,-1,5899,5406,0,0,178645,0,8833.55,1,1,3949,0,3.05E+06,0
as-735_G_327.petsc,1,10,10,7716,30,13888.8,1.8,8.28E+07,543978,543978,70.5,257.2,8.22317,2.12E+07,44732.2,868.118,2115,1,-1,5899,4947,0,0,179727,0,9748.61,1,1,2115,0,1.63E+06,0
as-735_G_328.petsc,1,10,10,7716,30,13888.8,1.8,8.11E+07,543978,543978,70.5,257.2,8.22317,2.10E+07,44732.2,1026.76,2115,1,-1,5899,5060,0,0,179727,0,9643.95,1,1,2115,0,1.63E+06,0
as-735_G_329.petsc,1,10,10,7716,30,15432,2,9.14E+07,0,0,0,0,#NAME?,2.20E+07,0,919.55,5,0,0,5899,5060,0,0,177965,0,10518.2,1,1,5,0,0,0
as-735_G_330.petsc,1,10,10,7716,30,13888.8,1.8,8.46E+07,0,0,0,0,#NAME?,2.11E+07,0,1789.72,5,0,0,5899,5060,0,0,176868,0,9663.29,1,1,5,0,0,0
as-735_G_331.petsc,1,10,10,7716,30,12345.6,1.6,5.60E+07,0,0,0,0,#NAME?,1.54E+07,0,1231.19,5,0,0,5896,5060,0,0,180836,0,5133.92,1,1,5,0,0,0
as-735_G_332.petsc,1,10,10,7716,30,8487.6,1.1,3.24E+07,7.59E+06,7.59E+06,983.667,1286,22.9471,1.13E+07,1.74E+06,2974.17,5902,1,-1,5899,5060,0,0,175920,0,2803.07,1,1,5902,0,1.02E+07,0
as-735_G_333.petsc,1,10,10,7716,30,11574,1.5,5.51E+07,0,0,0,0,#NAME?,1.55E+07,0,963.933,5,0,0,5899,4947,0,0,179754,0,5213.84,1,1,5,0,0,0
as-735_G_334.petsc,1,10,10,7716,30,6944.4,0.9,3.61E+07,7.59E+06,7.59E+06,983.667,1286,22.9471,1.23E+07,1.74E+06,2201.25,5902,1,-1,5899,5060,0,0,179754,0,3317.57,1,1,5902,0,1.02E+07,0
as-735_G_335.petsc,1,10,10,7716,30,10802.4,1.4,5.92E+07,0,0,0,0,#NAME?,1.61E+07,0,806.857,5,0,0,5899,5060,0,0,179754,0,5626.82,1,1,5,0,0,0
as-735_G_336.petsc,1,10,10,7716,30,10030.8,1.3,5.56E+07,0,0,0,0,#NAME?,1.57E+07,0,870.462,5,0,0,5899,5060,0,0,183202,0,5347.62,1,1,5,0,0,0
as-735_G_337.petsc,1,10,10,7716,30,10802.4,1.4,5.71E+07,0,0,0,0,#NAME?,1.57E+07,0,905.429,5,0,0,5899,5060,0,0,183057,0,5391.3,1,1,5,0,0,0
as-735_G_338.petsc,1,10,10,7716,30,5401.2,0.7,2.85E+07,7.61E+06,7.61E+06,986.167,1286,23.0054,1.11E+07,1.75E+06,1887.5,5917,1,-1,5899,4421,0,0,184415,0,2681.16,1,1,5917,0,1.02E+07,0
as-735_G_339.petsc,1,10,10,7716,30,11574,1.5,5.17E+07,0,0,0,0,#NAME?,1.48E+07,0,984.867,5,0,0,5899,5060,0,0,183172,0,4782.15,1,1,5,0,0,0
as-735_G_340.petsc,1,10,10,7716,30,6944.4,0.9,3.63E+07,7.63E+06,7.63E+06,988.333,1286,23.056,1.24E+07,1.76E+06,3118,5930,1,-1,5899,5060,0,0,184467,0,3351.5,1,1,5930,0,1.02E+07,0
as-735_G_341.petsc,1,10,10,7716,30,12345.6,1.6,6.11E+07,0,0,0,0,#NAME?,1.62E+07,0,1026.19,5,0,0,5896,5060,0,0,185453,0,5699.2,1,1,5,0,0,0
as-735_G_342.petsc,1,10,10,7716,30,6944.4,0.9,2.78E+07,7.63E+06,7.63E+06,988.333,1286,23.056,1.06E+07,1.76E+06,2420.75,5930,1,-1,5896,4947,0,0,185453,0,2461.97,1,1,5930,0,1.02E+07,0
as-735_G_343.petsc,1,10,10,7716,30,11574,1.5,5.98E+07,0,0,0,0,#NAME?,1.60E+07,0,765.467,5,0,0,5896,5060,0,0,187147,0,5565.69,1,1,5,0,0,0
as-735_G_344.petsc,1,10,10,7716,30,8487.6,1.1,3.34E+07,7.66E+06,7.66E+06,992.333,1286,23.1493,1.15E+07,1.77E+06,1981.67,5954,1,-1,5899,4947,0,0,181661,0,2863.07,1,1,5954,0,1.03E+07,0
as-735_G_345.petsc,1,10,10,7716,30,12345.6,1.6,5.95E+07,0,0,0,0,#NAME?,1.59E+07,0,751.438,5,0,0,5899,5060,0,0,182854,0,5487.33,1,1,5,0,0,0
as-735_G_346.petsc,1,10,10,7716,30,9259.2,1.2,3.91E+07,7.66E+06,7.66E+06,992.333,1286,23.1493,1.24E+07,1.77E+06,2104.14,5954,1,-1,5896,5060,0,0,183791,0,3331.94,1,1,5954,0,1.03E+07,0
as-735_G_347.petsc,1,10,10,7716,30,11574,1.5,5.52E+07,0,0,0,0,#NAME?,1.53E+07,0,748.133,5,0,0,5896,5060,0,0,187075,0,5098.32,1,1,5,0,0,0
as-735_G_348.petsc,1,10,10,7716,30,10802.4,1.4,5.20E+07,0,0,0,0,#NAME?,1.51E+07,0,883.5,5,0,0,5896,4947,0,0,185154,0,4940.01,1,1,5,0,0,0
as-735_G_349.petsc,1,10,10,7716,30,8487.6,1.1,3.53E+07,0,0,0,0,#NAME?,1.23E+07,91143.6,1687.27,3024,1,0,5896,5326,0,0,185154,0,3290.56,1,1,3024,0,2.33E+06,0
as-735_G_350.petsc,1,10,10,7716,30,7716,1,3.86E+07,0,0,0,0,#NAME?,1.30E+07,0.01,1582.1,6,1,0,5899,5326,0,0,181299,0,3697.09,1,1,6,0,771.6,0
as-735_G_351.petsc,1,10,10,7716,30,7716,1,3.10E+07,0,0,0,0,#NAME?,1.15E+07,91143.6,1582.1,3024,1,0,5899,5326,0,0,180251,0,2884.5,1,1,3024,0,2.33E+06,0
as-735_G_352.petsc,1,10,10,7716,30,7716,1,3.90E+07,0,0,0,0,#NAME?,1.30E+07,91143.6,1582.1,3024,1,0,5899,5326,0,0,179542,0,3694.8,1,1,3024,0,2.33E+06,0
as-735_G_353.petsc,1,10,10,7716,30,5401.2,0.7,2.30E+07,4.59E+06,4.59E+06,595.5,771.6,23.1532,9.65E+06,1.16E+06,3380.25,5955,1,-1,5899,5326,0,0,179459,0,2028.53,1,1,5955,0,8.29E+06,0
as-735_G_354.petsc,1,10,10,7716,30,7716,1,3.29E+07,0,0,0,0,#NAME?,1.22E+07,0.01,1090.1,6,1,0,5896,5033,0,0,181889,0,3239.16,1,1,6,0,771.6,0
as-735_G_355.petsc,1,10,10,7716,30,8487.6,1.1,3.31E+07,0,0,0,0,#NAME?,1.22E+07,0.01,1475.18,6,1,0,5935,5326,0,0,181888,0,3240.11,1,1,6,0,771.6,0
as-735_G_356.petsc,1,10,10,7716,30,9259.2,1.2,4.62E+07,0,0,0,0,#NAME?,1.44E+07,0,1306,5,0,0,5899,5326,0,0,183894,0,4516.48,1,1,5,0,0,0
as-735_G_357.petsc,1,10,10,7716,30,4629.6,0.6,1.89E+07,4.59E+06,4.59E+06,595.5,771.6,23.1532,8.64E+06,1.06E+06,3406,5955,1,-1,5899,5033,0,0,183894,0,1625.07,1,1,5955,0,7.96E+06,0
as-735_G_358.petsc,1,10,10,7716,30,9259.2,1.2,3.98E+07,0,0,0,0,#NAME?,1.32E+07,0.01,1138.08,6,1,0,5935,5326,0,0,182533,0,3818.76,1,1,6,0,771.6,0
as-735_G_359.petsc,1,10,10,7716,30,8487.6,1.1,3.95E+07,0,0,0,0,#NAME?,1.32E+07,91143.6,1485.36,3024,1,0,5935,5326,0,0,185446,0,3799.36,1,1,3024,0,2.33E+06,0
as-735_G_360.petsc,1,10,10,7716,30,7716,1,3.70E+07,0,0,0,0,#NAME?,1.30E+07,0.01,1360,6,1,0,5935,5326,0,0,185910,0,3680.28,1,1,6,0,771.6,0
as-735_G_361.petsc,1,10,10,7716,30,8487.6,1.1,4.19E+07,0,0,0,0,#NAME?,1.34E+07,91143.6,1459.36,3024,1,0,6010,5326,0,0,189231,0,3922.73,1,1,3024,0,2.33E+06,0
as-735_G_362.petsc,1,10,10,7716,30,6172.8,0.8,2.35E+07,4.61E+06,4.61E+06,597.1,771.6,23.2154,9.68E+06,1.16E+06,3710.8,5971,1,-1,6010,5326,0,0,189231,0,2040.07,1,1,5971,0,8.31E+06,0
as-735_G_363.petsc,1,10,10,7716,30,6944.4,0.9,3.52E+07,0,0,0,0,#NAME?,1.25E+07,91143.6,631.889,3024,1,0,6010,4421,0,0,189231,0,3392.19,1,1,3024,0,2.33E+06,0
as-735_G_364.petsc,1,10,10,7716,30,5401.2,0.7,2.48E+07,4.61E+06,4.61E+06,597.1,771.6,23.2154,1.03E+07,1.07E+06,4027,5971,1,-1,6028,5326,0,0,184529,0,2319.43,1,1,5971,0,7.98E+06,0
as-735_G_365.petsc,1,10,10,7716,30,7716,1,4.14E+07,0,0,0,0,#NAME?,1.38E+07,0.01,831.5,6,1,0,6028,5033,0,0,184529,0,4146.4,1,1,6,0,771.6,0
as-735_G_366.petsc,1,10,10,7716,30,10030.8,1.3,4.03E+07,0,0,0,0,#NAME?,1.33E+07,0.01,1447.54,6,1,0,6010,5326,0,0,194364,0,3867.56,1,1,6,0,771.6,0
as-735_G_367.petsc,1,10,10,7716,30,5401.2,0.7,2.53E+07,6.14E+06,6.14E+06,796.133,1028.8,23.2154,1.04E+07,1.52E+06,4456.33,5971,1,-1,6010,5326,0,0,193199,0,2376.84,1,1,5971,0,9.50E+06,0
as-735_G_368.petsc,1,10,10,7716,30,9259.2,1.2,4.41E+07,0,0,0,0,#NAME?,1.40E+07,0.01,1148.75,6,1,0,6028,5326,0,0,188815,0,4264.84,1,1,6,0,771.6,0
as-735_G_369.petsc,1,10,10,7716,30,8487.6,1.1,4.16E+07,0,0,0,0,#NAME?,1.38E+07,0.01,1004.91,6,1,0,6010,5033,0,0,189862,0,4147.36,1,1,6,0,771.6,0
as-735_G_370.petsc,1,10,10,7716,30,9259.2,1.2,4.01E+07,0,0,0,0,#NAME?,1.33E+07,0.01,1125,6,1,0,6010,5033,0,0,189862,0,3866.61,1,1,6,0,771.6,0
as-735_G_371.petsc,1,10,10,7716,30,29320.8,3.8,9.83E+07,0,0,0,0,#NAME?,1.86E+07,0.01,1089.63,6,1,0,6010,4988,0,0,189862,0,7507.07,1,1,6,0,771.6,0
as-735_G_372.petsc,1,10,10,7716,30,21604.8,2.8,6.75E+07,7.68E+06,7.68E+06,995.167,1286,23.2154,1.50E+07,1.78E+06,1693.74,5971,1,-1,6010,4988,0,0,189887,0,4886.61,1,1,5971,0,1.03E+07,0
as-735_G_373.petsc,1,10,10,7716,30,27777.6,3.6,9.39E+07,0,0,0,0,#NAME?,1.83E+07,0.01,1095.31,6,1,0,6010,4988,0,0,189887,0,7324.3,1,1,6,0,771.6,0
as-735_G_374.petsc,1,10,10,7716,30,27006,3.5,8.98E+07,0,0,0,0,#NAME?,1.80E+07,0.01,1123.14,6,1,0,6010,4988,0,0,189887,0,7010.48,1,1,6,0,771.6,0
as-735_G_375.petsc,1,10,10,7716,30,23919.6,3.1,8.97E+07,0,0,0,0,#NAME?,1.81E+07,0.01,1153.42,6,1,0,6010,4988,0,0,189887,0,7124.53,1,1,6,0,771.6,0
as-735_G_376.petsc,1,10,10,7716,30,27006,3.5,9.55E+07,0,0,0,0,#NAME?,1.85E+07,0.01,1080.29,6,1,0,6010,4988,0,0,189887,0,7411.83,1,1,6,0,771.6,0
as-735_G_377.petsc,1,10,10,7716,30,27777.6,3.6,9.31E+07,0,0,0,0,#NAME?,1.81E+07,0.01,1115.22,6,1,0,6010,4988,0,0,189887,0,7117.79,1,1,6,0,771.6,0
as-735_G_378.petsc,1,10,10,7716,30,25462.8,3.3,8.68E+07,0,0,0,0,#NAME?,1.77E+07,0,1211.18,5,0,0,6010,4988,0,0,190451,0,6822.73,1,1,5,0,0,0
as-735_G_379.petsc,1,10,10,7716,30,23919.6,3.1,7.13E+07,7.68E+06,7.68E+06,995.167,1286,23.2154,1.49E+07,1.83E+06,1379.85,5971,2,-1,6028,4421,0,0,192469,0,4824.99,1,1,5971,0,1.04E+07,0
as-735_G_380.petsc,1,10,10,7716,30,27006,3.5,9.20E+07,0,0,0,0,#NAME?,1.80E+07,44769.9,1042.83,2122,2,0,6060,4421,0,0,187740,0,7062.3,1,1,2122,0,1.63E+06,0
as-735_G_381.petsc,1,10,10,7716,30,22376.4,2.9,6.36E+07,7.68E+06,7.68E+06,995.167,1286,23.2154,1.41E+07,1.83E+06,1580.17,5971,2,-1,6060,4421,0,0,187740,0,4352.52,1,1,5971,0,1.04E+07,0
as-735_G_382.petsc,1,10,10,7716,30,23148,3,6.75E+07,7.68E+06,7.68E+06,995.167,1286,23.2154,1.47E+07,1.83E+06,1716.08,5971,2,-1,6060,4988,0,0,187740,0,4703.41,1,1,5971,0,1.04E+07,0
as-735_G_383.petsc,1,10,10,7716,30,23148,3,8.11E+07,0,0,0,0,#NAME?,1.73E+07,44769.9,1252.2,2122,2,0,6060,4988,0,0,187740,0,6522.82,1,1,2122,0,1.63E+06,0
as-735_G_384.petsc,1,10,10,7716,30,28549.2,3.7,9.13E+07,0,0,0,0,#NAME?,1.79E+07,44769.9,1189.19,2122,2,0,6060,4988,0,0,187740,0,6986.5,1,1,2122,0,1.63E+06,0
as-735_G_385.petsc,1,10,10,7716,30,28549.2,3.7,9.67E+07,0,0,0,0,#NAME?,1.85E+07,44769.9,1140.3,2122,2,0,6060,4988,0,0,187961,0,7442.66,1,1,2122,0,1.63E+06,0
