 Name,NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric
 nasa4704.petsc,4704,4704,1,4.43E+12,3.44E+12,2.86E+13,54730,4.53E+08,4.19E+08,1.73E+08,2.09E+08,2.55E+08,2.28E+08,1.10E+08,29,7.15E+09,7.15E+09,1,11,12,1,0,0,0.727068,0.454136,0,0,1.52E+06,2,4704,423,0,17.6437,17.1865,0
 nasa2910.petsc,2910,2910,1,2.65E+12,3.34E+12,2.18E+13,88603,3.20E+08,2.98E+08,1.16E+08,1.85E+08,1.29E+08,1.40E+08,6.00E+07,134,5.87E+09,5.87E+09,1,30,14,1,0,0,0.727593,0.455187,0,0,2.02E+06,2,2910,859,0,32.754,32.8618,0
 nasa2146.petsc,2146,2146,1,1.06E+11,1.07E+11,1.91E+13,37198,3.94E+08,3.71E+08,1.33E+08,2.86E+07,2.67E+07,2.75E+07,1.45E+07,20,1.30E+10,1.30E+10,1,17,1,1,0,0,0.723782,0.447565,0,0,6.06E+06,2,2146,81,0,7.53224,8.08059,0
 cage12.petsc,130228,130228,5,6.63E-06,6.58E-06,0.0105745,2032536,248.28,248.013,11.5119,1,1.33333,1.16667,0.25,33,87716.5,87716.5,5,15,0,0,0,0,0.95334,0.90668,0,0,0.673561,2,130228,58661,58661,1.90293,1.90293,0
 Dubcova3.petsc,146689,146689,1,5.45E-05,6.18E-05,0.553566,1891666,590.265,568.444,159.012,9.44259,5.33333,6.05463,3.38796,18,178266,178266,1,12,3022,1,0,0,0.75772,0.51544,0,0,1.21527,2,146689,146356,0,21.0721,21.0721,0
 Dubcova2.petsc,65025,65025,1,0.00012303,0.000138408,0.435549,547625,507.388,490.053,131.494,8.59932,5.33333,5.63299,2.96633,12,112472,112472,1,8,3022,1,0,0,0.759104,0.518208,0,0,1.72967,2,65025,64820,0,19.8638,19.8638,0
 Dubcova1.petsc,16129,16129,1,0.000496001,0.000558001,0.435529,134569,252.136,243.563,65.1894,8.59932,5.33333,5.63299,2.96633,12,27838.4,27838.4,1,8,742,1,0,0,0.760137,0.520273,0,0,1.72598,2,16129,16052,0,19.8638,19.8638,0
 2cubes_sphere.petsc,101492,101492,1,6.40E+15,6.38E+15,2.89E+18,874378,5.73E+11,5.69E+11,6.96E+10,3.41E+10,3.43E+10,3.37E+10,1.00E+10,24,5.11E+13,5.11E+13,1,8,1094,1,0,0,0.876146,0.752291,0,0,5.03E+08,2,101492,100407,0,16.7171,17.8046,0
 TSOPF_RS_b300_c2.petsc,28338,28338,1,313.897,313.897,35.841,2943887,10693.1,7729.24,7389.28,5289.5,5289.5,5289.5,4685.51,209,22906.2,33235.8,1,103,0,0,0,0,0.570247,0.140494,0,0,1.17284,3,28056,27737,13800,10.1663,10.1663,0
 TSOPF_FS_b9_c6.petsc,14454,14454,0,1078.31,814.983,6338.56,75801,10028.3,9783.75,2201.36,4790.79,7254.77,5327.26,1996.98,12,-59781.8,59783.8,0,5,8,1,0,0,0.773854,0.547708,0,0,4.13614,3,3630,14451,0,19.6453,19.0131,0
 TSOPF_FS_b9_c1.petsc,2454,2454,0,6351.2,4799.28,37960.6,12831,10021.2,9777.91,2194.92,4790.79,7254.77,5327.26,1996.98,12,-43985.4,43987.4,0,5,8,1,0,0,0.853735,0.707469,0,0,17.9248,3,630,2451,0,19.6453,19.0131,0
 TSOPF_FS_b39_c7.petsc,28216,28216,0,20684.1,20980.8,709631,368599,141995,141510,11731.2,27136.5,24180.6,25647.8,3705.48,33,-1.13E+06,1.13E+06,0,13,21,1,0,0,0.88961,0.77922,0,0,40.02,3,7118,28206,0,21.6673,20.2897,0
 TSOPF_FS_b39_c30.petsc,120216,120216,0,4855.05,4924.74,166421,1575639,142126,141635,11803.7,27136.5,24180.6,25647.8,3705.48,33,-1.85E+06,1.85E+06,0,13,21,1,0,0,0.830969,0.661937,0,0,15.3869,3,30118,120206,0,21.6673,20.2897,0
 TSOPF_FS_b39_c19.petsc,76216,76216,0,7657.83,7767.74,262335,998359,142063,141575,11769.1,27136.5,24180.6,25647.8,3705.48,33,-1.51E+06,1.51E+06,0,13,21,1,0,0,0.849863,0.699726,0,0,19.7484,3,19118,76206,0,21.6673,20.2897,0
 TSOPF_FS_b300.petsc,29214,29214,0,304.484,366.457,1059.51,2203949,12315.7,9537.76,7791.58,7458.75,5289.5,4764.77,3445.18,210,-82122.3,82124.3,0,75,152,1,0,0,0.610559,0.221117,0,0,2.81113,3,7776,29145,0,30.83,30.83,0
 TSOPF_FS_b300_c1.petsc,29214,29214,0,7.70E+07,7.70E+07,3.78E+08,2203949,3.43E+06,3.35E+06,734902,1.50E+06,1.50E+06,1.50E+06,367937,210,-5.72E+07,5.72E+07,0,75,152,1,0,0,0.895239,0.790478,0,0,1956.86,3,7776,29145,0,33.1556,30.83,0
 TSOPF_FS_b162_c4.petsc,40798,40798,0,202581,202581,2.28E+07,1204322,1.07E+06,1.01E+06,335916,130771,144389,108362,39704.9,78,-1.61E+07,1.61E+07,0,29,56,1,0,0,0.84965,0.6993,0,0,393.928,3,10424,40773,0,29.1175,27.0927,0
 TSOPF_FS_b162_c3.petsc,30798,30798,0,268354,268354,3.04E+07,904612,1.07E+06,1.01E+06,335915,130771,144389,108362,39704.9,78,-1.58E+07,1.58E+07,0,29,56,1,0,0,0.851001,0.702002,0,0,512.912,3,7924,30773,0,29.1175,27.0927,0
 TSOPF_FS_b162_c1.petsc,10798,10798,0,765306,765307,9.04E+07,305732,1.07E+06,1.01E+06,335911,130771,144389,108362,39704.9,78,-1.52E+07,1.52E+07,0,28,56,1,0,0,0.853883,0.707765,0,0,1412.02,3,2924,10773,0,28.5154,26.4906,0
 language.petsc,399130,399130,1,0.00211846,1.50E-05,0,1216334,883.773,771.908,430.363,5.30173,1624.02,812.511,811.511,11555,399130,399130,1,3,1,0,0,0,0.757207,0.514415,0,0,1,2,399130,57655,398620,77.3066,77.3066,0
 tube2.petsc,21498,21498,1,0.0311367,0.0311367,0,459277,2710.8,1961.17,1871.43,168,168,98,94,42,85992,85992,1,21,12,1,0,0,0.523404,0.0468084,0,0,4,2,21498,13730,0,0,0,0
 t520.petsc,5563,5563,1,0.707805,1.06235,0,145952,2292.22,1651.44,1589.65,1050,684,543,537,114,33378,33378,1,26,1,1,0,0,0.519058,0.0381153,0,0,6,2,5563,204,0,0,0,0
 t2d_q9.petsc,9801,9801,4,0.00141005,0.00141092,0.00129531,87025,280.263,280.263,0.0252822,5.33333,5.33333,5.33333,0.00365876,9,26177.8,26177.8,4,8,0,0,0,0,0.999995,0.999991,0,0,2.67093,2,9801,100,100,1.03463,1.03463,0
 barrier2-9.petsc,115625,115625,1,8.61E+18,4.38E+18,1.96E+09,2158759,6.77E+12,4.78E+12,4.78E+12,7.24E+11,1.42E+12,7.12E+11,7.12E+11,8437,7.60E+08,7.60E+08,1,18,0,0,0,0,0.500001,2.05E-06,0,0,6572.76,1,115603,114098,77472,281.942,279.345,0
 para-7.petsc,155924,155924,1,5.42E+18,2.76E+18,8.68E+08,2094873,6.04E+12,4.27E+12,4.27E+12,6.68E+11,1.31E+12,6.56E+11,6.56E+11,6931,1.24E+09,1.24E+09,1,13,0,0,0,0,0.500002,3.44E-06,0,0,7932.29,3,155924,154381,104472,25.1989,29.0623,0
 twotone.petsc,120750,120750,1,643.518,1954.91,15964.8,1206265,815555,577004,576365,44567.8,12884.3,22294.9,22276.9,185,-2.54E+06,2.54E+06,1,9,0,0,0,0,0.516333,0.0326655,0,0,21.0744,-1,51375,21749,21575,57.4381,58.8977,0
 para-4.petsc,153226,153226,6,5.52E+18,2.63E+19,1.49E+11,2930882,6.06E+12,4.29E+12,4.29E+12,1.24E+13,1.31E+12,6.19E+12,6.19E+12,5776,1.51E+09,1.51E+09,6,19,0,0,0,0,0.500002,3.97E-06,0,0,9866.28,2,153226,151728,102929,52.5245,50.7074,0
 barrier2-11.petsc,115625,115625,1,8.61E+18,4.38E+18,1.96E+09,2158759,6.77E+12,4.78E+12,4.78E+12,7.24E+11,1.42E+12,7.12E+11,7.12E+11,8437,7.60E+08,7.60E+08,1,18,0,0,0,0,0.500001,2.05E-06,0,0,6572.76,1,115603,114098,77472,281.942,279.345,0
 barrier2-4.petsc,113076,113076,6,5.45E+18,3.46E+19,1.67E+11,2129496,6.06E+12,4.29E+12,4.29E+12,1.23E+13,1.12E+12,6.13E+12,6.13E+12,7031,9.62E+08,9.62E+08,6,18,0,0,0,0,0.500001,2.69E-06,0,0,8506.44,2,113076,111594,76329,281.942,279.345,0
 barrier2-12.petsc,115625,115625,1,8.61E+18,4.38E+18,1.96E+09,2158759,6.77E+12,4.78E+12,4.78E+12,7.24E+11,1.42E+12,7.12E+11,7.12E+11,8437,7.60E+08,7.60E+08,1,18,0,0,0,0,0.500001,2.05E-06,0,0,6569.6,1,115603,114098,77472,281.942,279.345,0
 Pres_Poisson.petsc,14822,14822,1,0.00627427,0.00639335,0.695659,365313,154.251,138.952,66.9755,32.8842,32.7249,19.9825,13.6122,50,8176.87,8176.87,1,24,161,1,0,0,0.671411,0.342822,0,0,0.551671,2,14822,12583,0,7.18785,7.21229,0
 mixtank_new.petsc,29957,29957,10,0.00460314,0.00443841,0.705867,1990919,165.923,165.833,5.45457,24.6459,27.0869,25.6318,1.79632,154,5836.93,5836.93,10,66,0,0,0,0,0.986873,0.973746,0,0,0.194844,1,25835,28080,28080,300.875,300.875,0
 HTC_336_4438.petsc,226340,226340,1,226338,226338,226341,444405,226956,226648,11816.3,226341,226340,226340,3696.5,24,131738,321118,1,1,94693,1,0,0,0.637721,0.275443,0,0,1.41874,3,105314,94690,0,9.97124,10.3281,0
 OPF_10000.petsc,43887,43887,0,2.95E+09,3.62E+09,6.74E+08,224694,1.72E+07,1.27E+07,1.15E+07,2.15E+07,1.61E+07,1.35E+07,8.09E+06,56,-1.34E+07,1.42E+07,0,5,1092,1,0,0,0.548243,0.0964866,0,0,323.155,3,22490,42825,0,10.6955,10.7031,0
 OPF_3754.petsc,15435,15435,0,743376,743376,4.53E+06,74682,801820,596073,536295,107126,194849,111638,97448.8,62,-968950,4.92E+06,0,4,336,1,0,0,0.55481,0.10962,0,0,318.757,3,7886,15115,0,9.6964,10.0457,0
 TSC_OPF_1047.petsc,8140,8140,0,150682,150682,46744.3,1008452,188623,134096,132653,63553.4,63526.4,33209.7,33186,609,196395,236134,0,123,856,1,0,0,0.527472,0.0549447,0,0,29.0091,3,4071,7988,0,18.7372,19.3461,0
 TSC_OPF_300.petsc,9774,9774,1,9772,9772.02,10528.1,415268,15052.6,12833.8,7865.93,9775.53,9774,9774.76,3255.34,86,1208.21,26829.4,1,42,322,1,0,0,0.556331,0.112662,0,0,2.74497,3,9753,9753,0,19.7012,19.9011,0
 OPF_6000.petsc,29902,29902,0,7.43E+10,7.43E+10,286949,145180,6.67E+07,4.71E+07,4.71E+07,6.67E+07,6.67E+07,3.33E+07,3.33E+07,74,-1.78E+06,2.95E+06,0,4,1423,1,0,0,0.507896,0.0157912,0,0,98.6303,3,15663,28521,0,9.85009,10.4653,0
 HTC_336_9129.petsc,226340,226340,1,226338,226338,226341,434428,227063,226702,12800.9,226341,226340,226340,3696.5,24,131681,321375,1,1,94693,1,0,0,0.626942,0.253884,0,0,1.41988,3,105887,94690,0,9.95529,10.5836,0
 thermal1.petsc,82654,82654,1,0.00036686,0.00033524,0.105102,328556,1148.11,1120.07,252.181,9.14572,9.60801,7.20601,2.402,9,312603,312603,1,3,14203,1,0,0,0.8335,0.667,0,0,3.78207,2,82654,80916,0,5.56197,5.54188,0
 Ge99H100.petsc,112985,112985,1,0.00192559,0.00192559,0.303307,4282190,4828.38,4701,1101.74,24.2946,24.2929,23.5413,10.8712,346,1.53E+06,1.53E+06,1,37,313,1,0,0,0.796173,0.592347,2,2,13.5849,2,112985,21340,0,16.7741,16.7741,0
 TSOPF_RS_b300_c3.petsc,42138,42138,1,211.097,211.097,24.0821,4413449,10703.5,7736.88,7396.35,5289.5,5289.5,5289.5,4685.51,209,36706.2,47035.8,1,104,0,0,0,0,0.573404,0.146807,0,0,1.11623,3,41856,41537,20700,11.0736,11.0736,0
 torso2.petsc,115967,115967,5,0.000240863,0.000321682,0.390405,1033473,953.293,952.37,41.9299,10.885,8.97752,9.91164,2.66538,10,297487,297487,5,8,0,0,0,0,0.993901,0.987803,0,0,2.56527,2,115967,103933,103931,6.59981,6.60799,0
 fv1.petsc,9604,9604,1,0.00134791,0.00134791,8.96E-26,47434,352.508,348.277,54.4478,5.01015,5.01015,5.01015,1.5,5,33711.5,33711.5,1,4,1,1,0,0,0.851733,0.703466,2,2,3.51015,2,9604,99,0,1.14739,1.14739,0
 fv3.petsc,9801,9801,1,0.000981996,0.000981996,0,48413,307.019,302.051,55.0068,4.5,4.5,4.5,1.5,5,29403,29403,1,4,1,1,0,0,0.834833,0.669665,2,2,3,2,9801,100,0,1.07918,1.07918,0
 fv2.petsc,9801,9801,1,0.00132075,0.00132075,1.56E-25,48413,356.096,351.822,55.0068,5.01005,5.01005,5.01005,1.5,5,34402,34402,1,4,1,1,0,0,0.851716,0.703431,2,2,3.51005,2,9801,100,0,1.14737,1.14737,0
 nopoly.petsc,10774,10774,1,0.038981,0.0408391,8.10218,40808,1199.62,1175.79,237.917,40,30,30,10,8,115518,115518,1,3,1767,1,0,0,0.833333,0.666667,1,1,10.7219,2,10774,10493,0,1.14613,1.14613,0
 c-48.petsc,18354,18354,1,1.22E+07,1.22E+07,2.73E+07,92217,708573,708572,388.841,473333,473332,473333,1072.18,950,1.40E+06,1.40E+06,1,5,10217,1,0,0,0.976062,0.952125,0,0,76.2256,3,18354,18353,0,9.35746,8,0
 c-67.petsc,57975,57975,1,7.88E+08,7.88E+08,1.03E+11,294102,7.58E+07,7.58E+07,283858,6.76E+06,6.77E+06,6.76E+06,19977.8,496,-2.12E+09,2.12E+09,1,5,31257,1,0,0,0.996198,0.992396,0,0,36603.6,3,57975,57767,0,17.8608,12.9685,0
 water_tank.petsc,60740,60740,8,1.95E+07,1.95E+07,1.95E+11,2035281,1.56E+08,1.56E+08,6862.35,2.20E+06,2.20E+06,2.20E+06,159.439,63,2.35E+10,2.35E+10,8,33,0,0,0,0,0.999989,0.999978,0,0,386775,2,60740,5676,5676,30.2765,31.4703,0
 Ga19As19H42.petsc,133123,133123,1,0.824073,0.807527,28.5911,4508981,11875,10688.7,5173.83,2913.95,2935.37,1989.47,1873.13,470,3.34E+06,3.34E+06,1,33,352,1,0,0,0.701212,0.402424,0,0,25.0707,2,133123,25200,0,16.9199,16.9199,0
 Si87H76.petsc,240369,240369,1,0.00154406,0.00154406,0.254581,5451000,9328.4,9087.37,2106.84,35.1867,35.1945,31.9506,16.491,234,4.33E+06,4.33E+06,1,22,514,1,0,0,0.797418,0.594837,0,0,18.0232,2,240369,28203,0,13.8252,13.8252,0
 TSOPF_RS_b678_c1.petsc,18696,18696,2,802311,802311,33133.1,4396289,324956,232788,226729,200000,200000,150000,200000,512,-135996,210434,2,235,0,0,0,0,0.570556,0.141112,0,0,11.2556,3,17989,17339,8500,18.4023,18.4023,0
 Ge87H76.petsc,112985,112985,1,0.00192528,0.00192528,0.273575,4002590,4845.74,4718.82,1101.8,24.3037,24.3037,23.5533,10.8712,346,1.54E+06,1.54E+06,1,35,313,1,0,0,0.796742,0.593484,2,2,13.6405,2,112985,21340,0,16.7742,16.7742,0
 SiO2.petsc,155331,155331,1,0.0708388,0.0708388,0.270498,5719417,41237.8,40198,9201.84,171.614,171.614,168.835,76.7073,2415,1.54E+07,1.54E+07,1,36,394,1,0,0,0.79972,0.59944,2,2,99.2847,2,155331,55068,0,13.9523,13.9523,0
 ma2010.petsc,157508,157508,0,3.13E+08,3.75E+08,0,388305,3.40E+07,2.40E+07,2.40E+07,2.08E+07,9.57E+06,1.08E+07,1.08E+07,44,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,124867,0,3.47843,3.34945,0
 xenon2.petsc,157464,157464,1,9.13E+51,9.13E+51,6.16E+55,3866688,1.00E+31,1.00E+31,1.37E+14,8.50E+28,8.50E+28,8.50E+28,3.75E+12,27,2.80E+33,2.80E+33,1,24,54,1,0,0,1,1,0,0,1.78E+28,2,157464,17777,17777,4.76258,4.76258,0
 mn2010.petsc,259777,259777,0,2.56E+08,9.79E+08,0,613551,1.00E+08,7.09E+07,7.09E+07,1.04E+08,7.19E+07,5.78E+07,5.78E+07,300,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,244993,0,4.15914,4.16459,0
 ny2010.petsc,350169,350169,0,8.48E+07,7.25E+07,0,854772,7.54E+07,5.33E+07,5.33E+07,1.33E+07,1.36E+07,1.09E+07,1.09E+07,46,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,340754,0,3.83775,3.94799,0
 mi2010.petsc,329885,329885,0,4.27E+08,7.04E+08,0,789045,1.04E+08,7.34E+07,7.34E+07,2.61E+07,2.96E+07,1.79E+07,1.79E+07,39,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,280755,0,4.35804,4.18763,0
 ky2010.petsc,161672,161672,0,8.04E+07,7.27E+07,0,393889,6.67E+07,4.71E+07,4.71E+07,1.05E+07,8.40E+06,6.21E+06,6.21E+06,79,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,159305,0,4.50579,4.22206,0
 va2010.petsc,285762,285762,0,2.91E+08,1.66E+08,0,701064,6.60E+07,4.66E+07,4.66E+07,9.38E+06,4.03E+07,2.22E+07,2.22E+07,83,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,267639,0,4.23349,3.8959,0
 nm2010.petsc,168609,168609,0,5.23E+08,4.25E+08,0,415485,9.86E+07,6.97E+07,6.97E+07,1.84E+07,1.81E+07,1.19E+07,1.19E+07,70,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,167758,0,4.85008,4.60762,0
 sd2010.petsc,88360,88360,0,1.74E+10,1.76E+10,0,205361,1.02E+08,7.19E+07,7.19E+07,4.68E+07,4.10E+07,2.36E+07,2.36E+07,53,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,82794,0,4.20606,3.66362,0
 nh2010.petsc,48837,48837,0,2.33E+08,1.32E+08,0,117275,3.01E+07,2.13E+07,2.13E+07,9.11E+06,8.94E+06,4.89E+06,4.89E+06,59,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,45651,0,3.24223,3.31914,0
 c-38.petsc,8127,8127,1,45.5266,45.5267,225.188,42908,1584.51,1479.55,567.094,888.163,1681,840.5,840.5,818,17427,17427,1,5,4820,1,0,0,0.602452,0.204905,0,0,2.14433,3,8127,8031,0,9.6559,8,0
 c-25.petsc,3797,3797,1,1172.69,1172.69,8967.34,26716,6063.92,6058.73,250.982,2111.7,2110.7,2111.2,480.5,600,99286,99286,1,7,2390,1,0,0,0.873462,0.746925,0,0,26.1485,3,3797,3706,0,9.2622,8,0
 wy2010.petsc,86204,86204,0,1.25E+09,1.18E+09,0,213793,9.94E+07,7.03E+07,7.03E+07,2.65E+07,3.53E+07,2.03E+07,2.03E+07,133,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,80034,0,3.75896,3.88742,0
 c-31.petsc,5339,5339,1,565138,565138,745761,41955,63132.8,63132.6,136.062,54941,54940,54940.5,630.95,458,147810,147810,1,7,3119,1,0,0,0.934802,0.869604,0,0,27.6849,3,5339,5304,0,11.2944,10.7553,0
 ks2010.petsc,238600,238600,0,3.17E+07,3.01E+07,0,560899,7.62E+07,5.39E+07,5.39E+07,5.11E+06,5.21E+06,3.01E+06,3.01E+06,53,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,233590,0,4.48281,4.10098,0
 c-43.petsc,11125,11125,1,383097,383097,900949,67392,100156,100155,439.699,65290.6,65289.6,65290.1,2890.71,220,292480,292480,1,6,5931,1,0,0,0.919552,0.839104,0,0,26.2904,3,11125,11100,0,22.8179,23.36,0
 CO.petsc,221119,221119,1,0.0157549,0.0157549,0.0692361,3943588,27695.9,26996.7,6183.94,94.2969,94.2969,94.2969,44.5014,159,1.24E+07,1.24E+07,1,17,492,1,0,0,0.799447,0.598894,0,0,55.8842,2,221119,26470,0,14.288,14.288,0
 c-40.petsc,9941,9941,1,215.477,216.418,2849.49,45721,5383.5,5364.15,456.021,3627.23,2269,1981.3,1811.89,48,48782.9,48782.9,1,4,5477,1,0,0,0.714665,0.42933,0,0,4.90724,3,9941,9932,0,9.92428,8,0
 c-62.petsc,41731,41731,1,2.30E+08,2.30E+08,3.55E+08,300536,3.85E+06,3.85E+06,30539.1,3.10E+06,3.11E+06,3.10E+06,9687.47,5060,-9.93E+06,9.94E+06,1,7,25158,1,0,0,0.912641,0.825281,0,0,238.082,3,41731,41690,0,17.2389,14.2983,0
 c-34.petsc,6611,6611,1,453.034,453.034,461.141,35472,1771.85,1759.42,209.563,1731.87,1730.87,1731.37,700.5,862,4470.83,4470.83,1,5,4028,1,0,0,0.559876,0.119752,0,0,0.676272,3,6611,6595,0,14.7951,15.2095,0
 TSOPF_FS_b300_c2.petsc,56814,56814,0,3.96E+07,3.96E+07,1.92E+08,4391071,3.43E+06,3.35E+06,734903,1.50E+06,1.50E+06,1.50E+06,367937,210,-5.85E+07,5.85E+07,0,77,152,1,0,0,0.892987,0.785975,0,0,1029.99,3,14676,56745,0,32.8546,30.529,0
 TSOPF_FS_b300_c3.petsc,84414,84414,0,2.67E+07,2.67E+07,1.28E+08,6578753,3.43E+06,3.35E+06,734903,1.50E+06,1.50E+06,1.50E+06,367937,210,-5.99E+07,5.99E+07,0,77,152,1,0,0,0.890861,0.781723,0,0,709.215,3,21576,84345,0,32.6785,30.3529,0
 TSOPF_RS_b2052_c1.petsc,25626,25626,2,782515,782515,1650.37,6761100,532666,374505,378787,200542,200542,200538,200308,635,-12681.8,60339.6,2,263,0,0,0,0,0.517894,0.0357873,0,0,2.35463,3,22495,21521,10550,10.2853,10.2853,0
 c-53.petsc,30235,30235,1,950.816,950.816,2294.08,192687,8381.27,8356.91,638.551,5362.89,5361.89,5362.39,2285.99,362,45579.1,45579.1,1,6,16292,1,0,0,0.617721,0.235443,0,0,1.50749,3,30235,30229,0,27.3324,27.4413,0
 c-67b.petsc,57975,57975,1,222116,222143,290279,294279,129762,129751,1688.86,119317,113480,116398,7239.34,496,454720,454720,1,5,31257,1,0,0,0.86112,0.72224,0,0,7.84339,3,57975,57767,0,16.8577,20.2691,0
 c-44.petsc,10728,10728,1,129863,129863,280722,47864,54906.8,54906.6,174.692,37329.7,37328.7,37329.2,717.336,780,182737,182737,1,4,6254,1,0,0,0.934407,0.868814,0,0,17.0336,3,10728,10727,0,15.9056,14.4884,0
 t2d_q9_A_45.petsc,9801,9801,4,255647,258579,1.27E+07,87025,411735,411692,5945.66,84152.5,84152.6,84152.5,2002.06,9,1.63E+07,1.63E+07,4,8,0,0,0,0,0.992639,0.985278,0,0,1666.79,2,9801,100,100,1.39338,1.09619,0
 t2d_q9_A_44.petsc,9801,9801,4,256064,258913,1.27E+07,87025,412121,412078,5965.77,84463.2,84476,84469.6,1997.88,9,1.63E+07,1.63E+07,4,8,0,0,0,0,0.992632,0.985264,0,0,1667.22,2,9801,100,100,1.39338,1.09619,0
 t2d_q9_A_43.petsc,9801,9801,4,273423,274850,1.37E+07,87025,424690,424640,6504.34,91833.2,91923.5,91878.3,2094.05,9,1.65E+07,1.65E+07,4,8,0,0,0,0,0.992457,0.984915,0,0,1683.59,2,9801,100,100,1.39338,1.09619,0
 t2d_q9_A_42.petsc,9801,9801,4,529894,537405,2.14E+07,87025,520021,519925,9989.45,132173,132392,132283,3534.31,9,1.80E+07,1.80E+07,4,8,0,0,0,0,0.99144,0.982881,0,0,1833.96,2,9801,100,100,1.39339,1.09619,0
 t2d_q9_A_41.petsc,9801,9801,4,1.97E+06,1.99E+06,6.57E+07,87025,886490,886230,21436.2,261584,262124,261854,8014.61,9,2.48E+07,2.48E+07,4,8,0,0,0,0,0.989429,0.978858,0,0,2530.45,2,9801,100,100,1.40622,1.10388,0
 t2d_q9_A_40.petsc,9801,9801,4,1.14E+07,1.13E+07,3.33E+08,87025,1.97E+06,1.97E+06,53022.9,628786,630234,629510,20472.4,9,4.71E+07,4.71E+07,4,8,0,0,0,0,0.987659,0.975318,0,0,4802.86,2,9801,100,100,1.56095,1.20324,0
 t2d_q9_A_39.petsc,9801,9801,4,7.92E+07,7.91E+07,2.16E+09,87025,5.00E+06,4.99E+06,139539,1.66E+06,1.66E+06,1.66E+06,55294.5,9,1.11E+08,1.11E+08,4,8,0,0,0,0,0.986761,0.973523,0,0,11366.2,2,9801,100,100,1.86841,1.42849,0
 t2d_q9_A_38.petsc,9801,9801,4,6.06E+08,6.05E+08,1.58E+10,87025,1.35E+07,1.35E+07,380609,4.59E+06,4.60E+06,4.60E+06,153884,9,2.95E+08,2.95E+08,4,8,0,0,0,0,0.986448,0.972895,0,0,30131.9,2,9801,100,100,2.03054,1.5541,0
 t2d_q9_A_37.petsc,9801,9801,4,9403.68,9514.95,366880,87025,71870.7,71865.2,887.841,13314.4,12921.2,13117.8,237.825,9,3.16E+06,3.16E+06,4,8,0,0,0,0,0.993635,0.987271,0,0,322.182,2,9801,100,100,1.25843,1.05177,0
 t2d_q9_A_36.petsc,9801,9801,4,5013.27,5060.98,343716,87025,69877.1,69872.3,822.877,12100.2,12100.2,12100.2,237.823,9,3.13E+06,3.13E+06,4,8,0,0,0,0,0.993682,0.987364,0,0,319.315,2,9801,100,100,1.25843,1.04171,0
 t2d_q9_A_35.petsc,9801,9801,4,5021.6,5067.68,344265,87025,69922.3,69917.4,825.509,12143.3,12145,12144.1,237.39,9,3.13E+06,3.13E+06,4,8,0,0,0,0,0.993677,0.987354,0,0,319.372,2,9801,100,100,1.25843,1.04171,0
 t2d_q9_A_34.petsc,9801,9801,4,5367.51,5384.9,363271,87025,71490.8,71485.2,899.047,13183.6,13195.5,13189.6,260.353,9,3.15E+06,3.15E+06,4,8,0,0,0,0,0.993539,0.987078,0,0,321.597,2,9801,100,100,1.25843,1.04171,0
 t2d_q4.petsc,9801,9801,4,0.00141005,0.00141092,0.00129531,87025,280.263,280.263,0.0252822,5.33333,5.33333,5.33333,0.00365876,9,26177.8,26177.8,4,8,0,0,0,0,0.999995,0.999991,0,0,2.67093,2,9801,100,100,1.03463,1.03463,0
 t2d_q9_A_33.petsc,9801,9801,4,10669.8,10812.2,532609,87025,84282.9,84271.4,1389.38,18920.9,18950,18935.5,468.775,9,3.35E+06,3.35E+06,4,8,0,0,0,0,0.992685,0.98537,0,0,342.281,2,9801,100,100,1.25841,1.0417,0
 t2d_q9_A_32.petsc,9801,9801,4,40116.7,40065,1.52E+06,87025,136866,136833,3011.35,37362.5,37434.5,37398.5,1090.49,9,4.32E+06,4.32E+06,4,8,0,0,0,0,0.990736,0.981471,0,0,440.545,2,9801,100,100,1.2581,1.0442,0
 t2d_q9_A_31.petsc,9801,9801,4,231274,230943,7.49E+06,87025,297000,296906,7483.43,89701.2,89894.2,89797.7,2811.41,9,7.60E+06,7.60E+06,4,8,0,0,0,0,0.988653,0.977306,0,0,775.233,2,9801,100,100,1.24959,1.12997,0
