% Generated on 2015-06-10 14:15:38,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod"
lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,lee96-lbound,ritz-values-c,nnzeros,lee96-ubound,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,commutator-normF,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver, class
?,?,11,?,3,1,31,1,11,1115265.0,?,?,9421596.0,107.229,20516,1508.661,?,239,29625580.0,9422353.0,?,?,?,605611.3,-6556837.0,?,?,?,?,?,?,2769.759,17.16111,1104635000.0,?,?,20516,?,1824,239,1.0,1104635000.0,1,?,2,16.90036,1824,?,?,11,?,1126447.0,34408470.0,18692,214,16027160.0,1,14061.46,53,?,49978.51,?,5320363.0,920963.4,5321120.0,64555130.0,22035610.0,?,10641480.0,1824,?,68908713,bad
?,?,8,?,2,1,12,?,8,-0.6202565,?,?,106.9526,115.0087,93781,-2.575951e-05,?,231,272.2243,147.5995,?,?,?,0.94053,-275.2723,?,?,?,?,?,?,-2.575951e-05,7.553177,10764.37,?,?,93781,?,11445,231,?,-10764.37,1,?,-2,7.550828,11445,?,?,8,?,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,?,57356.62,?,36.6691,17.15462,-73.79904,693.1209,275.2723,?,-1.110991e-05,11445,?,89565283,good
?,4535,4,?,?,2358,13,?,4,1.084202e-18,?,9622,2924084.0,2408.001,24809,1.084202e-18,?,5307,2323054.0,1009853.0,4535,19435,?,0.03453506,-4580781.0,?,?,2290392.0,6090695.0,6089053.0,?,1.084202e-18,28.73483,183.3121,?,?,24809,?,2386,5307,0.475,183.3121,2,?,1,26.39456,5308,?,?,6,0.2166149,2.502161,8611218.0,9879,7953,3024084.0,?,191.3551,240,?,14946320.0,2290392.0,592.4875,100000.0,62.11529,8612383.0,4580781.0,8611221.0,489.0976,5308,-20000880000.0,89565283,good
?,?,8,?,2,1,12,1,8,1.987641e-08,?,?,7.85395e-06,115.0087,93781,2.201054e-13,?,231,1.804238e-05,1.46253e-05,?,?,?,1.070016e-06,-7.011941e-06,?,?,?,?,?,?,1.949996e-08,13.25943,0.01224633,?,?,93781,?,11445,231,1.0,0.01224633,1,?,2,13.25943,11445,?,?,8,?,1.816764e-06,0.0001383855,82336,231,1.531253e-05,1,1.672172,21,?,57356.62,?,2.607912e-06,3.042961e-06,8.703813e-06,0.000264632,2.198659e-05,?,7.487326e-06,11445,?,89565283,good
?,100,8,?,?,99,9,1,8,69.74651,?,38612,58.74042,66.22222,87025,3.913911,?,100,107.8268,58.74391,100,?,?,5.686379,-0.3862278,?,?,?,?,?,?,69.74651,1.027002,55732.2,?,?,87025,?,9801,100,1.0,55732.2,4,?,2,1.144468,9801,?,?,8,?,4.263614,11.58623,38612,9,69.77043,?,19993.33,26,?,10920.05,?,34.87151,?,34.875,744.4499,108.0414,?,69.74651,9801,?,89565283,bad
?,100,8,?,?,99,9,1,8,407179.3,?,38612,38542.61,66.22222,87025,21.55765,?,100,654304.8,312984.5,100,?,?,4604.397,-1422.593,?,?,?,?,?,?,407179.3,1.293912,45127700.0,?,?,87025,?,9801,100,1.0,45127700.0,4,?,2,1.550128,9801,?,?,8,?,18721.31,76132.88,38612,9,407337.6,?,1.483663,42,?,10920.05,?,66368.73,?,340810.6,2014090.0,655727.4,?,407179.3,9801,?,89565283,bad
?,4535,4,?,?,2358,13,?,4,-4.336809e-19,?,9620,2924084.0,2407.856,24803,-4.336809e-19,?,5307,2323054.0,1009853.0,4535,19429,?,0.03453506,-4580781.0,?,?,2290392.0,6090697.0,6089054.0,?,456.8738,28.34875,183.3121,?,?,24803,?,2386,5307,0.525,183.3121,2,?,1,27.77982,5308,?,?,6,0.2166673,2.502161,8611220.0,9875,7951,3024084.0,?,185.8541,240,?,14940800.0,2290392.0,570.4735,100000.0,-32.41703,8612385.0,4580781.0,8611223.0,489.0976,5308,-20000880000.0,89565283,good
?,16122,3,?,1651,5,34,?,3,-10.0,?,24685,9.999997e+11,4871.523,75167,-0.1694915,?,16121,1e+12,300158.1,16122,?,?,380.5934,-1e+12,?,?,?,?,?,?,1.0,48.35862,7971149.0,?,?,75167,?,20944,16121,0.5041667,-60563.49,1,?,?,48.35862,20944,?,?,8,?,3529.033,2e+12,29538,13235,1e+12,1,1125.627,240,?,61004240.0,?,300158.4,545.3562,-0.2128469,2e+12,1e+12,?,300158.2,20944,?,89565283,good
?,16122,3,?,1651,5,34,?,3,-10.0,?,24685,9.999997e+11,4871.523,75167,-0.1694915,?,16121,1e+12,300158.1,16122,?,?,380.5934,-1e+12,?,?,?,?,?,?,1.0,48.35862,7971149.0,?,?,75167,?,20944,16121,0.5041667,-60563.49,1,?,?,48.35862,20944,?,?,8,?,3529.033,2e+12,29538,13235,1e+12,1,1125.627,240,?,61004240.0,?,300158.4,545.3562,-0.2128469,2e+12,1e+12,?,300158.2,20944,?,36564232,bad
?,4029,4,?,?,993,32,1,4,0.05734823,?,9462,0.05650196,2455.749,23884,0.008227177,?,4029,0.08413988,0.05692337,4029,?,?,0.01656774,-1.040834e-16,?,?,?,?,?,?,0.05711108,37.70429,82.176,?,?,23884,?,4960,4029,1.0,82.176,2,?,2,37.70429,4960,?,?,8,?,0.008281579,0.003700027,9462,3899,0.05747229,?,136.4266,9,?,13230620.0,?,0.02853471,?,0.02895612,1.567941,0.08372955,?,0.05749316,4960,?,89565283,bad
?,4029,4,?,?,993,32,1,4,0.05734823,?,9462,0.05650196,2455.749,23884,0.008227177,?,4029,0.08413988,0.05692337,4029,?,?,0.01656774,-1.040834e-16,?,?,?,?,?,?,0.05711108,37.70429,82.176,?,?,23884,?,4960,4029,1.0,82.176,2,?,2,37.70429,4960,?,?,8,?,0.008281579,0.003700027,9462,3899,0.05747229,?,136.4266,9,?,13230620.0,?,0.02853471,?,0.02895612,1.567941,0.08372955,?,0.05749316,4960,?,49598909,good
?,4029,4,?,?,993,32,1,4,0.05734823,?,9462,0.05650196,2455.749,23884,0.008227177,?,4029,0.08413988,0.05692337,4029,?,?,0.01656774,-1.040834e-16,?,?,?,?,?,?,0.05711108,37.70429,82.176,?,?,23884,?,4960,4029,1.0,82.176,2,?,2,37.70429,4960,?,?,8,?,0.008281579,0.003700027,9462,3899,0.05747229,?,136.4266,9,?,13230620.0,?,0.02853471,?,0.02895612,1.567941,0.08372955,?,0.05749316,4960,?,68908713,bad
?,4029,4,?,?,993,32,1,4,0.05734823,?,9462,0.05650196,2455.749,23884,0.008227177,?,4029,0.08413988,0.05692337,4029,?,?,0.01656774,-1.040834e-16,?,?,?,?,?,?,0.05711108,37.70429,82.176,?,?,23884,?,4960,4029,1.0,82.176,2,?,2,37.70429,4960,?,?,8,?,0.008281579,0.003700027,9462,3899,0.05747229,?,136.4266,9,?,13230620.0,?,0.02853471,?,0.02895612,1.567941,0.08372955,?,0.05749316,4960,?,36564232,bad
?,100,8,?,?,99,9,1,8,3423.49,?,38612,2766.642,66.22222,87025,8.194403,?,100,5335.601,2766.663,100,?,?,83.83453,-10.53806,?,?,5340.482,422.1458,21696.38,?,3415.834,1.037953,821662.3,12.97737,?,87025,356414.2,9801,100,1.0,821662.3,4,520408.7,2,1.133933,9801,?,?,8,1.0,189.9805,596.7356,38612,9,3425.682,?,164417.7,30,?,10920.05,147.7348,1711.735,8.205496,1711.755,21700.49,5345.362,597.0043,3423.49,9801,470554700.0,89565283,bad
?,100,8,?,?,99,9,1,8,8109.306,?,38612,1158.732,66.22222,87025,9.186334,?,100,12789.05,6551.086,100,?,?,132.5556,-28.47519,?,?,?,?,?,?,8109.306,1.122296,1299177.0,?,?,87025,?,9801,100,1.0,1299177.0,4,?,2,1.252157,9801,?,?,8,?,412.3077,1494.228,38612,9,8112.179,?,1.503853,38,?,10920.05,?,1358.476,?,6750.83,45226.46,12815.22,?,8109.306,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,21203.13,?,38612,1696.718,66.22222,87025,6.470774,?,100,33713.19,16305.67,100,?,?,281.0425,-77.24861,?,?,?,?,?,?,21203.13,1.208104,2754498.0,?,?,87025,?,9801,100,1.0,2754498.0,4,?,2,1.349296,9801,?,?,8,?,1037.492,3945.856,38612,9,21210.63,?,1.451379,33,?,10920.05,?,3297.087,52.36234,17906.04,112253.4,33784.25,?,21203.13,9801,?,89565283,bad
?,100,8,?,?,99,9,1,8,21203.13,?,38612,1696.718,66.22222,87025,6.470774,?,100,33713.19,16305.67,100,?,?,281.0425,-77.24861,?,?,?,?,?,?,21203.13,1.208104,2754498.0,?,?,87025,?,9801,100,1.0,2754498.0,4,?,2,1.349296,9801,?,?,8,?,1037.492,3945.856,38612,9,21210.63,?,1.451379,33,?,10920.05,?,3297.087,52.36234,17906.04,112253.4,33784.25,?,21203.13,9801,?,49598909,bad
?,100,8,?,?,99,9,1,8,21203.13,?,38612,1696.718,66.22222,87025,6.470774,?,100,33713.19,16305.67,100,?,?,281.0425,-77.24861,?,?,?,?,?,?,21203.13,1.208104,2754498.0,?,?,87025,?,9801,100,1.0,2754498.0,4,?,2,1.349296,9801,?,?,8,?,1037.492,3945.856,38612,9,21210.63,?,1.451379,33,?,10920.05,?,3297.087,52.36234,17906.04,112253.4,33784.25,?,21203.13,9801,?,36564232,bad
?,100,8,?,?,99,9,1,8,58187.89,?,38612,4824.39,66.22222,87025,7.506479,?,100,93191.72,46272.21,100,?,?,713.8749,-209.8934,?,?,?,?,?,?,58187.89,1.283613,6996688.0,?,?,87025,?,9801,100,1.0,6996688.0,4,?,2,1.420731,9801,?,?,8,?,2793.624,10784.38,38612,9,58208.59,?,1.403883,30,?,10920.05,?,8370.036,?,49817.85,301270.9,93384.58,?,58187.89,9801,?,89565283,bad
?,100,8,?,?,99,9,1,8,1152.13,?,38612,948.8753,66.22222,87025,9.275703,?,100,1743.923,948.8962,100,?,?,66.85659,-0.00123685,?,?,?,?,?,?,1152.13,0.964094,655261.4,?,?,87025,?,9801,100,1.0,655261.4,4,?,2,1.071613,9801,?,?,8,?,99.6103,161.2753,38612,9,1152.457,?,55273.51,25,?,10920.05,?,576.0546,?,576.0755,12565.5,1743.924,?,1152.13,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,26.49265,?,38612,23.77412,66.22222,87025,3.809618,?,100,39.41596,23.77764,100,?,?,5.389935,-0.04772491,?,?,39.43164,2.209398,638.1002,?,26.469,0.9189498,52826.76,0.01179558,?,87025,9.762875,9801,100,1.0,52826.76,4,8.255021,2,0.9329238,9801,?,?,8,1.0,2.821983,3.12456,38612,9,26.49379,?,7523.403,18,?,10920.05,0.3731497,13.24456,?,13.24809,638.104,39.44732,3.12456,26.49265,9801,407167.0,89565283,good
?,100,8,?,?,99,9,1,8,1248.136,?,38612,1087.376,66.22222,87025,8.207511,?,100,1895.947,1087.397,100,?,?,67.16301,-1.584734,?,?,1896.739,124.0106,12752.71,?,1242.568,0.964094,658264.6,1.198211,?,87025,30757.25,9801,100,1.0,658264.6,4,26079.84,2,1.071613,9801,?,?,8,1.0,101.5841,175.3775,38612,9,1248.471,?,59879.56,18,?,10920.05,31.14339,624.0574,?,624.0783,12753.31,1897.531,175.3775,1248.136,9801,162616200.0,89565283,bad
?,100,8,?,?,99,9,1,8,1767.46,?,38612,1518.747,66.22222,87025,8.206995,?,100,2710.358,1518.768,100,?,?,70.01528,-3.930967,?,?,2712.319,192.1912,14375.95,?,1754.239,0.9688664,686219.8,4.007971,?,87025,73874.94,9801,100,1.0,686219.8,4,100968.8,2,1.071601,9801,?,?,8,1.0,118.2158,271.7994,38612,9,1768.191,?,84801.77,34,?,10920.05,61.55651,883.7198,?,883.7407,14377.24,2714.281,271.7994,1767.46,9801,206631100.0,89565283,bad
?,11730,9,?,?,4,120,?,9,1.0,?,43013,26025320.0,5351.887,114671,4.072221e-07,?,11751,42447280.0,20301340.0,11730,97911,?,52154.69,-84094940.0,?,?,42047470.0,93600590.0,108914200.0,?,1.0,24.64615,614903800.0,?,?,114671,?,11790,11751,0.2,-614890300.0,2,?,?,19.29646,11790,?,?,18,0.1461573,510215.2,132371200.0,59868,3374,37381590.0,?,103741.2,20,?,78571050.0,42047470.0,5678165.0,93.1963,-5678107.0,143608400.0,84094950.0,132371200.0,11.22253,11790,3.101237e+15,89565283,good
?,100,8,?,?,99,9,1,8,254.2017,?,38612,215.3918,66.22222,87025,4.850837,?,100,388.2367,215.3993,100,?,?,16.83003,-0.7180107,?,?,388.5107,26.30622,2707.927,?,253.1138,0.9638526,164951.1,0.4671643,?,87025,1384.034,9801,100,1.0,164951.1,4,1994.618,2,1.012551,9801,?,?,8,1.0,19.62649,37.20261,38612,9,254.2823,?,33970.96,16,?,10920.05,7.955323,127.0971,?,127.1046,2708.055,388.7847,37.20261,254.2017,9801,7332177.0,89565283,bad
?,100,8,?,?,99,9,1,8,36.5544,?,38612,31.56215,66.22222,87025,3.913838,?,100,55.45941,31.56564,100,?,?,5.437961,-0.1443097,?,?,?,?,?,?,36.47509,0.9589513,53297.46,?,?,87025,?,9801,100,1.0,53297.46,4,?,2,1.019407,9801,?,?,8,?,3.038586,4.885312,38612,9,36.56305,?,10475.32,28,?,10920.05,?,18.27546,?,18.27895,653.1746,55.54335,?,36.5544,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,30.25884,?,38612,25.07597,66.22222,87025,3.878899,?,100,36.94624,25.07946,100,?,?,5.403367,-1.01208e-08,?,?,?,?,?,?,30.25884,1.039372,52958.4,?,?,87025,?,9801,100,1.0,52958.4,4,?,2,1.047308,9801,?,?,8,?,2.857399,3.03247,38612,9,30.26015,?,8671.071,30,?,10920.05,?,15.12768,?,15.13117,641.2287,36.82602,?,30.25884,9801,?,89565283,bad
?,694,29,?,9443,20860,224,?,29,58420900.0,?,369252,118721100.0,315.2407,663643,-0.5670234,?,694,729364000.0,92289400.0,694,432832,?,37591.74,-105263700.0,?,?,413432100.0,383204700.0,423461600.0,?,58420900.0,20.04573,858407300.0,68782010.0,?,663643,2.936917e+17,22835,694,0.48,699915300.0,1,7.827606e+16,?,20.96626,22835,?,?,53,0.3477939,933513.2,541764800.0,271556,1242,177142000.0,1,70.65166,50,?,187703.8,413432000.0,55421930.0,3324541.0,2998965.0,571109000.0,105263700.0,541933300.0,58420900.0,22835,3.247382e+16,89565283,good
?,694,29,?,9443,20860,224,?,29,58420900.0,?,369252,118721100.0,315.2407,663643,-0.5670234,?,694,729364000.0,92289400.0,694,432832,?,37591.74,-105263700.0,?,?,413432100.0,383204700.0,423461600.0,?,58420900.0,20.04573,858407300.0,68782010.0,?,663643,2.936917e+17,22835,694,0.48,699915300.0,1,7.827606e+16,?,20.96626,22835,?,?,53,0.3477939,933513.2,541764800.0,271556,1242,177142000.0,1,70.65166,50,?,187703.8,413432000.0,55421930.0,3324541.0,2998965.0,571109000.0,105263700.0,541933300.0,58420900.0,22835,3.247382e+16,68908713,bad
?,?,73,?,99,1,228,1,73,55575.54,?,?,2307915.0,8446.742,1889447,11463.7,?,19228,7312655.0,2310064.0,?,?,?,48372.92,-3595391.0,?,?,?,?,?,?,12487.25,21.00991,1243668000.0,?,?,1889447,?,25710,19228,1.0,1243668000.0,1,?,2,20.51548,25710,?,?,39,?,84793.95,12768150.0,1863737,14026,3591141.0,1,827.7749,38,?,313487400.0,?,888343.8,197067.0,890492.8,20200020.0,7153064.0,?,1778837.0,25710,?,89565283,bad
?,100,8,?,?,99,9,1,8,36.5544,?,38612,31.56215,66.22222,87025,3.8096,?,100,55.45941,31.56564,100,?,?,5.437961,-0.1443097,?,?,?,?,?,?,36.47509,0.9589513,53297.46,?,?,87025,?,9801,100,1.0,53297.46,4,?,2,1.019407,9801,?,?,8,?,3.038586,4.885312,38612,9,36.56305,?,10475.32,23,?,10920.05,?,18.27546,?,18.27895,653.1746,55.54335,?,36.5544,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,26.49265,?,38612,24.90672,66.22222,87025,3.914387,?,100,39.41596,24.91021,100,?,?,5.389935,-0.04772491,?,?,?,?,?,?,26.469,0.9189498,52826.76,?,?,87025,?,9801,100,1.0,52826.76,4,?,2,0.9329238,9801,?,?,8,?,2.821983,3.12456,38612,9,26.49378,?,7591.559,29,?,10920.05,?,13.24458,?,13.24807,638.104,39.44732,?,26.49265,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,164.0481,?,38612,138.0599,66.22222,87025,3.893972,?,100,256.8144,138.0634,100,?,?,6.626011,-1.043281,?,?,?,?,?,?,164.0481,1.108804,64941.54,?,?,87025,?,9801,100,1.0,64941.54,4,?,2,1.260433,9801,?,?,8,?,8.797672,30.26719,38612,9,164.102,?,47165.34,30,?,10920.05,?,82.02232,?,82.0258,1151.452,257.3911,?,164.0481,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,69.74651,?,38612,58.61523,66.22222,87025,3.797208,?,100,107.8268,58.61871,100,?,?,5.686379,-0.3862278,?,?,107.9341,8.1927,744.4048,?,69.74651,1.027002,55732.2,0.2176193,?,87025,134.2407,9801,100,1.0,55732.2,4,212.0158,2,1.144468,9801,?,?,8,1.0,4.263614,11.58623,38612,9,69.76946,?,20002.43,20,?,10920.05,3.02565,34.87151,?,34.875,744.4499,108.0414,11.58623,69.74651,9801,554071.4,89565283,good
?,100,8,?,?,99,9,1,8,1170.333,?,38612,936.4265,66.22222,87025,3.644575,?,100,1864.36,936.4306,100,?,?,19.61926,-7.691349,?,?,?,?,?,?,1170.333,1.267202,192288.4,?,?,87025,?,9801,100,1.0,192288.4,4,?,2,1.427216,9801,?,?,8,?,59.87614,222.3002,38612,9,1170.724,?,283224.2,27,?,10920.05,?,585.1644,?,585.1685,6583.157,1868.605,?,1170.333,9801,?,89565283,bad
?,100,8,?,?,99,9,1,8,1170.333,?,38612,936.4265,66.22222,87025,3.644575,?,100,1864.36,936.4306,100,?,?,19.61926,-7.691349,?,?,?,?,?,?,1170.333,1.267202,192288.4,?,?,87025,?,9801,100,1.0,192288.4,4,?,2,1.427216,9801,?,?,8,?,59.87614,222.3002,38612,9,1170.724,?,283224.2,27,?,10920.05,?,585.1644,?,585.1685,6583.157,1868.605,?,1170.333,9801,?,49598909,bad
?,100,8,?,?,99,9,1,8,1170.333,?,38612,936.4265,66.22222,87025,3.644575,?,100,1864.36,936.4306,100,?,?,19.61926,-7.691349,?,?,?,?,?,?,1170.333,1.267202,192288.4,?,?,87025,?,9801,100,1.0,192288.4,4,?,2,1.427216,9801,?,?,8,?,59.87614,222.3002,38612,9,1170.724,?,283224.2,27,?,10920.05,?,585.1644,?,585.1685,6583.157,1868.605,?,1170.333,9801,?,36564232,bad
?,100,8,?,?,99,9,1,8,3.014252,?,38612,4.165618,66.22222,87025,0.001973288,?,100,5.333333,4.167591,100,?,?,2.670931,-8.881784e-16,?,?,?,?,?,?,0.001973288,1.034632,26177.8,?,?,87025,?,9801,100,1.0,26177.8,4,?,2,1.034632,9801,?,?,8,?,0.03599039,0.03575448,38612,9,4.357874,?,2208.528,12,?,10920.05,?,2.178044,?,2.180018,280.263,5.333333,?,4.358062,9801,?,89565283,bad
?,100,8,?,?,99,9,1,8,24.9464,?,38612,22.15812,66.22222,87025,3.914103,?,100,36.66171,22.16161,100,?,?,5.385248,-0.005284068,?,?,?,?,?,?,24.94597,0.9084755,52780.81,?,?,87025,?,9801,100,1.0,52780.81,4,?,2,0.9191108,9801,?,?,8,?,2.801852,2.946363,38612,9,24.94704,?,7148.292,19,?,10920.05,?,12.47147,?,12.47496,636.7134,36.66564,?,24.9464,9801,?,89565283,good
?,100,8,?,?,99,9,1,8,24.90081,?,38612,23.75166,66.22222,87025,3.914105,?,100,36.56131,23.75515,100,?,?,5.385144,-2.200149e-05,?,?,?,?,?,?,24.90081,0.9084755,52779.8,?,?,87025,?,9801,100,1.0,52779.8,4,?,2,0.9191108,9801,?,?,8,?,2.801387,2.942115,38612,9,24.90137,?,7135.22,19,?,10920.05,?,12.44868,?,12.45217,636.6819,36.56133,?,24.90081,9801,?,89565283,good
?,105,10,?,1,34,27,?,10,1.0,?,2851,3105.807,52.25962,6346,-0.2462748,?,104,4481.628,3106.053,105,3194,?,1598.457,-3483.429,?,?,3840.814,4001.85,44496.41,?,1.0,27.67633,1003831.0,252.0562,?,6346,32029600.0,628,104,0.1666667,-1003829.0,1,9972501.0,?,27.67454,628,?,?,8,0.4966908,63.88782,5627.669,2867,208,3126.856,?,12642.22,12,?,6406.0,1280.076,1557.395,99.94413,-1556.395,44676.0,3483.429,5659.47,1.0,628,1963915000.0,89565283,good
?,105,10,?,1,34,27,?,10,1.0,?,2851,3105.807,52.25962,6346,-0.2462748,?,104,4481.628,3106.053,105,3194,?,1598.457,-3483.429,?,?,3840.814,4001.85,44496.41,?,1.0,27.67633,1003831.0,252.0562,?,6346,32029600.0,628,104,0.1666667,-1003829.0,1,9972501.0,?,27.67454,628,?,?,8,0.4966908,63.88782,5627.669,2867,208,3126.856,?,12642.22,12,?,6406.0,1280.076,1557.395,99.94413,-1556.395,44676.0,3483.429,5659.47,1.0,628,1963915000.0,36564232,bad
?,?,2,?,3,1,3,1,2,157048600.0,?,?,?,2.5,49980,7.608556,?,5,4.415464e+11,1.47194e+11,?,?,?,73622720000.0,-1472101.0,?,?,?,?,?,?,19.63207,5.300943,1.472013e+15,?,?,49980,?,19994,5,?,1.472013e+15,1,?,2,5.300943,19994,?,?,3,?,1.274362e+11,1.040419e+13,29986,6,4.412008e+11,1,?,?,?,27.91667,?,?,?,?,2.326635e+13,4.415464e+11,?,2.943633e+11,19994,?,89565283,bad
?,?,2,?,3,1,3,1,2,157048600.0,?,?,?,2.5,49980,7.608556,?,5,4.415464e+11,1.47194e+11,?,?,?,73622720000.0,-1472101.0,?,?,?,?,?,?,19.63207,5.300943,1.472013e+15,?,?,49980,?,19994,5,?,1.472013e+15,1,?,2,5.300943,19994,?,?,3,?,1.274362e+11,1.040419e+13,29986,6,4.412008e+11,1,?,?,?,27.91667,?,?,?,?,2.326635e+13,4.415464e+11,?,2.943633e+11,19994,?,68908713,bad
?,844,6,?,?,13,11,?,6,-2088.514,?,28861,1733.032,267.613,67391,-0.1105917,?,844,2815.21,1733.032,844,?,?,67.5974,-2815.21,?,?,2815.21,1.234169,25438.45,?,-0.1105917,15.2769,653599.3,?,?,67391,?,9669,844,?,-653599.3,4,?,-2,15.2769,9669,?,?,7,1.0,221.9594,1.232429,28861,801,2088.514,?,4749346.0,26,?,182517.8,0.0434499,1044.257,?,-1044.257,25438.45,2815.21,1.745378,-0.001172675,9669,647114800.0,89565283,good
?,844,6,?,?,13,11,?,6,-2088.514,?,28861,1733.032,267.613,67391,-0.1105917,?,844,2815.21,1733.032,844,?,?,67.5974,-2815.21,?,?,2815.21,1.234169,25438.45,?,-0.1105917,15.2769,653599.3,?,?,67391,?,9669,844,?,-653599.3,4,?,-2,15.2769,9669,?,?,7,1.0,221.9594,1.232429,28861,801,2088.514,?,4749346.0,26,?,182517.8,0.0434499,1044.257,?,-1044.257,25438.45,2815.21,1.745378,-0.001172675,9669,647114800.0,68908713,bad
?,100,8,?,?,99,9,1,8,180.9453,?,38612,157.7661,66.22222,87025,4.818934,?,100,273.16,157.7736,100,?,?,16.44538,-0.2409192,?,?,273.2677,17.02961,2524.918,?,180.4886,0.9234984,161181.1,0.1207129,?,87025,580.0155,9801,100,1.0,161181.1,4,465.9465,2,0.9604615,9801,?,?,8,1.0,17.60646,24.08351,38612,9,180.9743,?,24106.41,18,?,10920.05,3.583405,90.46891,?,90.47641,2524.975,273.3755,24.08351,180.9453,9801,6374920.0,89565283,good
?,?,2,?,3,1,3,1,2,1.047356e-14,?,?,?,2.5,49980,1.047942e-15,?,5,7.075271e-05,1.047359e-07,?,?,?,1.182235e-05,-3.919339e-11,?,?,?,?,?,?,1.047942e-15,15.58133,0.2363761,?,?,49980,?,19994,5,?,0.2363761,1,?,2,15.58133,19994,?,?,3,?,2.042993e-05,0.001664195,29986,6,7.069585e-05,1,?,?,?,27.91667,?,?,?,?,0.003729505,7.075271e-05,?,4.721034e-05,19994,?,89565283,good
?,17,13,?,3,8,17,1,13,261.2226,?,5354,9737462.0,8.393939,11766,261.2226,?,18,14331850.0,3412913.0,17,419,?,164.0129,-12561970.0,?,?,7168217.0,13594090.0,13593140.0,?,261.2226,27.09879,148103.6,4733218.0,?,11766,3.695469e+14,903,18,0.84,148103.6,1,1.792061e+14,2,25.93517,903,?,?,13,0.9643889,1405.03,19223190.0,5509,33,9775521.0,1,8.125526,50,?,182.9128,7163633.0,2744.639,38057.77,1917.042,19224270.0,12563120.0,19223600.0,4583.74,903,-25764930000.0,89565283,bad
?,17,13,?,3,8,17,1,13,261.2226,?,5354,9737462.0,8.393939,11766,261.2226,?,18,14331850.0,3412913.0,17,419,?,164.0129,-12561970.0,?,?,7168217.0,13594090.0,13593140.0,?,261.2226,27.09879,148103.6,4733218.0,?,11766,3.695469e+14,903,18,0.84,148103.6,1,1.792061e+14,2,25.93517,903,?,?,13,0.9643889,1405.03,19223190.0,5509,33,9775521.0,1,8.125526,50,?,182.9128,7163633.0,2744.639,38057.77,1917.042,19224270.0,12563120.0,19223600.0,4583.74,903,-25764930000.0,68908713,bad
?,17,13,?,3,8,17,1,13,261.2226,?,5354,9737462.0,8.393939,11766,261.2226,?,18,14331850.0,3412913.0,17,419,?,164.0129,-12561970.0,?,?,7168217.0,13594090.0,13593140.0,?,261.2226,27.09879,148103.6,4733218.0,?,11766,3.695469e+14,903,18,0.84,148103.6,1,1.792061e+14,2,25.93517,903,?,?,13,0.9643889,1405.03,19223190.0,5509,33,9775521.0,1,8.125526,50,?,182.9128,7163633.0,2744.639,38057.77,1917.042,19224270.0,12563120.0,19223600.0,4583.74,903,-25764930000.0,36564232,bad
?,3975,14,?,?,1,37,1,14,0.09755345,?,21600,?,2154.625,61166,0.09755345,?,3975,49.42937,?,3975,?,?,0.04237568,-168.0347,?,?,?,?,?,?,0.09755345,6.153075,183.3172,?,?,61166,?,4326,3975,1.0,183.3172,7,?,2,6.15286,4326,?,?,7,?,0.04893067,1107.239,35240,7251,?,?,71.7098,35,?,10510390.0,?,0.07565901,1.527114,0.0969983,1119.976,168.3803,?,0.1726711,4326,?,36564232,bad
?,3600,7,?,?,14,11,?,7,-40.34711,?,7231,15.13446,5351.19,54089,1.208807,?,7205,85.39954,12.30731,3600,?,?,1.001041,-85.39954,?,?,?,?,?,?,40.04548,12.90875,7231.519,?,?,54089,?,7224,7205,0.5185185,7191.107,3,?,?,12.90875,7224,?,?,6,?,0.07780537,186.4481,39634,3645,55.48158,?,646.577,54,?,115829200.0,?,40.1963,22.67802,-0.1508159,238.6221,85.39954,?,40.04548,7224,?,89565283,good
