matrix,row-variability:variance,diagonal-average:variance,upband:iprs,nnzlow:iprs,lambda-min-by-magnitude-re:lapack,avgdistfromdiag:iprs,avgnnzprow:iprs,lambda-max-by-im-part-im:spectrum,normF:simple,lambda-max-by-real-part-im:spectrum,sigma-min:spectrum,ellipse-cx:spectrum,lee96-lbound:normal,n-struct-unsymm:structure,lee96-ubound:normal,lambda-max-by-im-part-re:spectrum,ruhe75-bound:normal,departure:lapack,ellipse-cy:spectrum,relsymm:iprs,lambda-max-by-magnitude-im:spectrum,n-colours:jpl,commutator-normF:normal,col-variability:variance,symmetry-anorm:simple,diag-zerostart:structure,symmetry:structure,lambda-max-by-im-part-re:lapack,positive-fraction:spectrum,nnz:iprs,diagonal-dominance:simple,lambda-max-by-real-part-re:lapack,dummy-rows-kind:structure,max-nnzeros-per-row:structure,ellipse-ax:spectrum,lambda-min-by-magnitude-re:spectrum,symmetry-fanorm:simple,nnzeros:structure,loband:iprs,diagonal-sign:variance,min-nnzeros-per-row:structure,lambda-max-by-real-part-re:spectrum,trace-asquared:normal,nnzup:iprs,n-dummy-rows:structure,nrows:structure,symmetry-fsnorm:simple,diag-definite:structure,avg-diag-dist:iprs,lambda-max-by-im-part-im:lapack,diagonal-variance:variance,symmetry-snorm:simple,n-ritz-values:spectrum,lambda-max-by-magnitude-re:spectrum,lee95-bound:normal,normInf:simple,lambda-max-by-magnitude-re:lapack,sigma-max:spectrum,n-nonzero-diags:iprs,trace-abs:simple,norm1:simple,lambda-min-by-magnitude-im:lapack,left-bandwidth:structure,blocksize:structure,ellipse-ay:spectrum,lambda-max-by-magnitude-im:lapack,sigma-diag-dist:iprs,kappa:spectrum,lambda-max-by-real-part-im:lapack,trace:simple,nnzdia:iprs,lambda-min-by-magnitude-im:spectrum,right-bandwidth:structure
t2d_q9_A_25, 1.071613, 67.16301, 100, 38612, 8.207511, 8, 8, nan, 12753.31, nan, 1087.011, 624.0783, nan, nan, nan, nan, 1086.99, 175.3775, nan, nan, nan, 8, nan, 0.964094, nan, 9801, nan, 1242.568, 1.0, 87025, -1.584734, 1248.136, nan, 9, 624.0574, 0.02084368, nan, 87025, 100, 2, 4, 1248.136, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 101.5841, nan, 24, 1248.136, nan, 1897.531, 1248.136, 1248.471, 9, 658264.6, 1895.947, nan, 100, 99, nan, nan, 10920.05, 59880.77, nan, 658264.6, 9801, nan, 100
t2d_q9_A_24, 1.071601, 70.01528, 100, 38612, 8.206995, 8, 8, nan, 14377.24, nan, 1481.056, 883.7407, nan, nan, nan, nan, 1481.035, 271.7994, nan, nan, nan, 8, nan, 0.9688664, nan, 9801, nan, 1754.239, 1.0, 87025, -3.930967, 1767.46, nan, 9, 883.7198, 0.02084203, nan, 87025, 100, 2, 4, 1767.46, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 118.2158, nan, 28, 1767.46, nan, 2714.281, 1767.46, 1768.191, 9, 686219.8, 2710.358, nan, 100, 99, nan, nan, 10920.05, 84802.72, nan, 686219.8, 9801, nan, 100
g7jac040, 19.29646, 52154.69, 11730, 59868, 4.072221e-07, 9, 9, 229.902, 143608400.0, nan, 19326120.0, -5678066.0, nan, nan, nan, 140.6349, 26025320.0, 132371200.0, nan, nan, nan, 18, nan, 24.64615, nan, 11790, nan, 1.0, 0.1428571, 114671, -84094940.0, 11.22257, nan, 120, 5678206.0, -108.4506, nan, 114671, 11751, nan, 2, -11356270.0, nan, 43013, nan, 11790, nan, nan, 5351.887, nan, 510215.2, nan, 28, -11356270.0, nan, 84094950.0, 1.0, 37381590.0, 3374, 614903800.0, 42447280.0, nan, 11751, 4, 229.902, nan, 78571050.0, 104713.8, nan, -614890300.0, 11790, nan, 11730
t2d_q9_A_06, 1.019407, 5.437961, 100, 38612, 3.913838, 8, 8, nan, 653.1746, nan, 31.56564, 18.27895, nan, nan, nan, nan, 31.56215, 4.885312, nan, nan, nan, 8, nan, 0.9589513, nan, 9801, nan, 36.47509, 1.0, 87025, -0.1443097, 36.5544, nan, 9, 18.27546, 0.003489575, nan, 87025, 100, 2, 4, 36.5544, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 3.038586, nan, 28, 36.5544, nan, 55.54335, 36.5544, 36.56305, 9, 53297.46, 55.45941, nan, 100, 99, nan, nan, 10920.05, 10475.32, nan, 53297.46, 9801, nan, 100
Zd_Jac6_db, 20.96626, 37591.74, 694, 271556, -0.5670234, 29, 29, 3324541.0, 571109000.0, nan, 92289400.0, 2998965.0, 68782010.0, 432832, 2.936917e+17, -1331667.0, 118721100.0, 541764800.0, nan, 0.3477939, nan, 53, 7.827606e+16, 20.04573, 413432000.0, 22835, nan, 58420900.0, 0.48, 663643, -105263700.0, 58420900.0, 1, 224, 55421930.0, 353907.4, 383204700.0, 663643, 694, nan, 1, 58420900.0, 3.247382e+16, 369252, 9443, 22835, 423461600.0, nan, 315.2407, nan, 933513.2, 413432100.0, 50, 58420900.0, 541933300.0, 105263700.0, 58420900.0, 177142000.0, 1242, 858407300.0, 729364000.0, nan, 694, 20860, 3324541.0, nan, 187703.8, 70.65166, nan, 699915300.0, 22835, 747322.3, 694
smt, 20.51548, 48372.92, nan, 1863737, 11463.7, 73, 73, 197067.0, 20200020.0, 23.52314, 2310064.0, 890492.8, nan, nan, nan, 1127954.0, 2307915.0, 12768150.0, nan, nan, 23.52314, 39, nan, 21.00991, nan, 25710, nan, 12487.25, 1.0, 1889447, -3595391.0, 1778837.0, 1, 228, 888343.8, 2148.941, nan, 1889447, 19228, 2, 1, 1778837.0, nan, nan, 99, 25710, nan, 1, 8446.742, nan, 84793.95, nan, 38, 1778837.0, nan, 7153064.0, 55575.54, 3591141.0, 14026, 1243668000.0, 7312655.0, nan, 19228, 1, 197067.0, nan, 313487400.0, 827.7736, nan, 1243668000.0, 25710, nan, nan
t2dah_E, 13.25943, 1.070016e-06, nan, 82336, 2.201054e-13, 8, 8, 3.042961e-06, 0.000264632, nan, 1.46253e-05, 8.703813e-06, nan, nan, nan, 6.995745e-06, 7.85395e-06, 0.0001383855, nan, nan, 5.086951e-07, 8, nan, 13.25943, nan, 11445, nan, 1.949996e-08, 1.0, 93781, -7.011941e-06, 7.487326e-06, 1, 12, 2.607912e-06, 6.095901e-06, nan, 93781, 231, 2, 1, 1.131172e-05, nan, nan, 2, 11445, nan, 1, 115.0087, nan, 1.816764e-06, nan, 21, 1.131143e-05, nan, 2.198659e-05, 1.987641e-08, 1.531253e-05, 231, 0.01224633, 1.804238e-05, nan, 231, 1, 3.042961e-06, nan, 57356.62, 1.672172, nan, 0.01224633, 11445, 2.94809e-06, nan
t2d_q4_A_06, 1.019407, 5.437961, 100, 38612, 3.8096, 8, 8, nan, 653.1746, nan, 31.56564, 18.27895, nan, nan, nan, nan, 31.56215, 4.885312, nan, nan, nan, 8, nan, 0.9589513, nan, 9801, nan, 36.47509, 1.0, 87025, -0.1443097, 36.5544, nan, 9, 18.27546, 0.003489575, nan, 87025, 100, 2, 4, 36.5544, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 3.038586, nan, 23, 36.5544, nan, 55.54335, 36.5544, 36.56305, 9, 53297.46, 55.45941, nan, 100, 99, nan, nan, 10920.05, 10475.32, nan, 53297.46, 9801, nan, 100
t2d_q4_A_07, 0.9329238, 5.389935, 100, 38612, 3.914387, 8, 8, nan, 638.104, nan, 24.91021, 13.24807, nan, nan, nan, nan, 24.90672, 3.12456, nan, nan, nan, 8, nan, 0.9189498, nan, 9801, nan, 26.469, 1.0, 87025, -0.04772491, 26.49265, nan, 9, 13.24458, 0.003489751, nan, 87025, 100, 2, 4, 26.49265, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2.821983, nan, 29, 26.49265, nan, 39.44732, 26.49265, 26.49378, 9, 52826.76, 39.41596, nan, 100, 99, nan, nan, 10920.05, 7591.559, nan, 52826.76, 9801, nan, 100
t2d_q4_A_04, 1.260433, 6.626011, 100, 38612, 3.893972, 8, 8, nan, 1151.452, nan, 138.0634, 82.0258, nan, nan, nan, nan, 138.0599, 30.26719, nan, nan, nan, 8, nan, 1.108804, nan, 9801, nan, 164.0481, 1.0, 87025, -1.043281, 164.0481, nan, 9, 82.02232, 0.00347815, nan, 87025, 100, 2, 4, 164.0481, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 8.797672, nan, 30, 164.0481, nan, 257.3911, 164.0481, 164.102, 9, 64941.54, 256.8144, nan, 100, 99, nan, nan, 10920.05, 47165.34, nan, 64941.54, 9801, nan, 100
t2d_q4_A_05, 1.144468, 5.686379, 100, 38612, 3.797208, 8, 8, nan, 744.4499, nan, 58.74391, 34.875, nan, nan, nan, nan, 58.74042, 11.58623, nan, nan, nan, 8, nan, 1.027002, nan, 9801, nan, 69.74651, 1.0, 87025, -0.3862278, 69.74651, nan, 9, 34.87151, 0.003488489, nan, 87025, 100, 2, 4, 69.74651, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 4.263614, nan, 26, 69.74651, nan, 108.0414, 69.74651, 69.77043, 9, 55732.2, 107.8268, nan, 100, 99, nan, nan, 10920.05, 19993.33, nan, 55732.2, 9801, nan, 100
t2d_q4_A_02, 1.427216, 19.61926, 100, 38612, 3.644575, 8, 8, nan, 6583.157, nan, 936.4306, 585.1685, nan, nan, nan, nan, 936.4265, 222.3002, nan, nan, nan, 8, nan, 1.267202, nan, 9801, nan, 1170.333, 1.0, 87025, -7.691349, 1170.333, nan, 9, 585.1644, 0.004132178, nan, 87025, 100, 2, 4, 1170.333, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 59.87614, nan, 27, 1170.333, nan, 1868.605, 1170.333, 1170.724, 9, 192288.4, 1864.36, nan, 100, 99, nan, nan, 10920.05, 283224.2, nan, 192288.4, 9801, nan, 100
mark3jac060, 18.71334, 13.94085, 4075, 78478, 1.0, 6, 6, 121.901, 105661600.0, nan, 4910537.0, -1167.831, nan, nan, nan, 31.18857, 12776920.0, 105661600.0, nan, nan, nan, 9, nan, 21.60955, nan, 27449, nan, 1.0, 0.2105263, 170695, -15828740.0, 2498.463, nan, 44, 3666.369, -65.81357, nan, 170695, 1375, nan, 2, -4834.201, nan, 64768, nan, 27449, nan, nan, 531.1832, nan, 171.0972, nan, 19, -4834.201, nan, 15828740.0, 1.0, 12781760.0, 677, 382662.4, 12208740.0, nan, 1375, 15, 121.901, nan, 921202.6, 58.00064, nan, -159733.1, 27449, 51.14058, 4075
t2d_q4_A_01, 1.034632, 2.670931, 100, 38612, 0.001973288, 8, 8, nan, 280.263, nan, 4.167591, 2.180018, nan, nan, nan, nan, 4.165618, 0.03575448, nan, nan, nan, 8, nan, 1.034632, nan, 9801, nan, 0.001973288, 1.0, 87025, -8.881784e-16, 4.358062, nan, 9, 2.178044, 0.001973288, nan, 87025, 100, 2, 4, 4.358061, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 0.03599039, nan, 12, 4.358061, nan, 5.333333, 3.014252, 4.357874, 9, 26177.8, 5.333333, nan, 100, 99, nan, nan, 10920.05, 2208.528, nan, 26177.8, 9801, nan, 100
t2d_q4_A_08, 0.9191108, 5.385248, 100, 38612, 3.914103, 8, 8, nan, 636.7134, nan, 22.16161, 12.47496, nan, nan, nan, nan, 22.15812, 2.946363, nan, nan, nan, 8, nan, 0.9084755, nan, 9801, nan, 24.94597, 1.0, 87025, -0.005284068, 24.9464, nan, 9, 12.47147, 0.003489846, nan, 87025, 100, 2, 4, 24.94644, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2.801852, nan, 19, 24.94644, nan, 36.66564, 24.9464, 24.94704, 9, 52780.81, 36.66171, nan, 100, 99, nan, nan, 10920.05, 7148.292, nan, 52780.81, 9801, nan, 100
t2d_q4_A_09, 0.9191108, 5.385144, 100, 38612, 3.807566, 8, 8, nan, 636.6819, nan, 23.75515, 12.45217, nan, nan, nan, nan, 23.75166, 2.942115, nan, nan, nan, 8, nan, 0.9084755, nan, 9801, nan, 24.90081, 1.0, 87025, -2.200149e-05, 24.90081, nan, 9, 12.44868, 0.00348985, nan, 87025, 100, 2, 4, 24.90085, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2.801387, nan, 20, 24.90085, nan, 36.56133, 24.90081, 24.90137, 9, 52779.8, 36.56131, nan, 100, 99, nan, nan, 10920.05, 7135.22, nan, 52779.8, 9801, nan, 100
extr1b_A_39, 9.987241, 0.008880584, 2486, 4301, -0.0007619959, 4, 4, 475.1179, 448869.4, nan, 8374.25, 47.70455, nan, nan, nan, 154.3752, 61568.72, 448816.1, nan, nan, nan, 6, nan, 14.42637, nan, 1299, nan, 499.5685, 0.4875, 11886, -91932.51, 499.5685, nan, 11, 451.864, 61.26538, nan, 11886, 2835, -1.0, 2, 499.5685, nan, 4749, nan, 2836, nan, nan, 1295.211, nan, 0.454451, nan, 240, 499.5685, nan, 91932.51, 499.5685, 62068.29, 4289, 25.18534, 62077.56, nan, 2835, 1295, 475.1179, nan, 4218068.0, 8.154174, nan, -25.18534, 2836, nan, 2486
heart2, 9.03683, 6432.047, 2137, 340229, 32.46661, 291, 291, 2.12199599996e-314, 1249194.0, nan, 191029.0, 237791.7, nan, nan, nan, nan, 190659.7, 5463.311, nan, nan, nan, 205, nan, 8.405513, nan, 2338, nan, 475952.8, 0.9803922, 682797, -777780.9, 475952.8, nan, 603, 238161.0, -369.2889, nan, 682797, 2137, 1, 56, 475952.8, nan, 340229, nan, 2339, nan, nan, 1068.327, nan, 17872.15, nan, 51, 475952.8, nan, 1349392.0, 475952.8, 475954.0, 4273, 15044560.0, 1347558.0, nan, 2137, 4, nan, nan, 2663181.0, 1288.836, nan, 15044560.0, 2339, nan, 2137
LFAT5000_E, 5.300943, 73622720000.0, nan, 29986, 7.608556, 2, 2, nan, 2.326635e+13, nan, 1.47194e+11, nan, nan, nan, nan, nan, nan, 1.040419e+13, nan, nan, nan, 3, nan, 5.300943, nan, 19994, nan, 19.63207, nan, 49980, -1472101.0, 2.943633e+11, 1, 3, nan, nan, nan, 49980, 5, 2, 1, nan, nan, nan, 3, 19994, nan, 1, 2.5, nan, 1.274362e+11, nan, nan, nan, nan, 4.415464e+11, 157048600.0, 4.412008e+11, 6, 1.472013e+15, 4.415464e+11, nan, 5, 1, nan, nan, 27.91667, nan, nan, 1.472013e+15, 19994, nan, nan
flowmeter5, 15.2769, 67.5974, 844, 28861, -0.1105917, 6, 6, nan, 25438.45, nan, 1733.032, -1044.257, nan, nan, nan, nan, 1733.032, 1.232429, nan, 1.0, nan, 7, nan, 15.2769, 0.0434499, 9669, nan, -0.1105917, nan, 67391, -2815.21, -0.001172675, nan, 11, 1044.257, -0.0004397478, 1.234169, 67391, 844, -2.0, 4, -2088.514, 647114800.0, 28861, nan, 9669, 25438.45, nan, 267.613, nan, 221.9594, 2815.21, 26, -2088.514, 1.745378, 2815.21, -2088.514, 2088.514, 801, 653599.3, 2815.21, nan, 844, 13, nan, nan, 182517.8, 4749346.0, nan, -653599.3, 9669, nan, 844
LFAT5000_M, 15.58133, 1.182235e-05, nan, 29986, 1.047942e-15, 2, 2, nan, 0.003729505, nan, 1.047359e-07, nan, nan, nan, nan, nan, nan, 0.001664195, nan, nan, nan, 3, nan, 15.58133, nan, 19994, nan, 1.047942e-15, nan, 49980, -3.919339e-11, 4.721034e-05, 1, 3, nan, nan, nan, 49980, 5, 2, 1, nan, nan, nan, 3, 19994, nan, 1, 2.5, nan, 2.042993e-05, nan, nan, nan, nan, 7.075271e-05, 1.047356e-14, 7.069585e-05, 6, 0.2363761, 7.075271e-05, nan, 5, 1, nan, nan, 27.91667, nan, nan, 0.2363761, 19994, nan, nan
DK01R, 25.93517, 164.0129, 17, 5509, 261.2226, 13, 13, 38057.77, 19224270.0, 455.0607, 3412913.0, 1917.042, 4733218.0, 419, 3.695469e+14, 261.2226, 9737462.0, 19223190.0, nan, 0.9643889, 38057.77, 13, 1.792061e+14, 27.09879, 7163633.0, 903, nan, 261.2226, 0.84, 11766, -12561970.0, 4583.74, 1, 17, 2744.639, 4661.681, 13594090.0, 11766, 18, 2, 1, 4661.681, -25764930000.0, 5354, 3, 903, 13593140.0, 1, 8.393939, nan, 1405.03, 7168217.0, 50, 261.2226, 19223600.0, 12563120.0, 261.2226, 9775521.0, 33, 148103.6, 14331850.0, nan, 18, 8, 38057.77, nan, 182.9128, 8.125526, nan, 148103.6, 903, 455.0607, 17
t3dl_E, 9.445208, 9.559043e-07, nan, nan, 1.182292e-09, 1, 1, nan, 0.0001620525, nan, 1.60952e-06, 1.082066e-06, nan, nan, nan, nan, 1.609161e-06, nan, nan, nan, nan, 1, nan, 9.445208, nan, 20360, nan, 1.448333e-06, 1.0, 20360, 3.5875e-10, 2.163773e-06, 1, 1, 1.081707e-06, 3.587502e-10, nan, 20360, nan, 2, 1, 2.163773e-06, nan, nan, 20360, 20360, nan, 1, nan, nan, 6.132544e-07, nan, 45, 2.163773e-06, nan, 2.163773e-06, 1.448333e-06, 2.163773e-06, 1, 0.01946221, 2.163773e-06, nan, nan, 1, nan, nan, nan, 6031.418, nan, 0.01946221, 20360, nan, nan
lhr04c, 300.1485, 0.008982251, 3993, 52557, -1.001, 21, 21, 2.403151, 111.3799, nan, 11.35194, 0.6240892, nan, 81340, nan, -1.213761, 10.19121, 91.75287, nan, 0.06174662, nan, 18, nan, 300.1218, 22.83371, 2990, nan, 3.223576, 0.3333333, 86693, -31.001, 3.223576, 1, 64, 2.599487, -1.975397, 78.63493, 86693, 3594, nan, 1, 3.223576, 38.5683, 30035, 30, 4101, 78.87979, nan, 1089.52, nan, 0.09006631, 22.83371, 9, 3.223576, 111.2066, 31.001, 3.223576, 13.41478, 3410, 36.83621, 32.81764, nan, 3594, 858, 2.403151, nan, 3152817.0, 1.603216, nan, -27.4697, 4101, 0.3750918, 3993
SiNa, 16.6707, 10.90713, nan, 96522, 10.99053, 17, 17, 2.871154, 870.1782, 0.1933894, 4.597247, 11.41663, nan, nan, nan, 11.09557, 1.216106, 271.5195, nan, nan, 0.1933894, 27, nan, 16.66971, nan, 5743, nan, 10.99224, 1.0, 102265, -1.537311, 11.16427, 1, 185, 5.625268, 5.791365, nan, 102265, 2283, 2, 1, 17.0419, nan, nan, 45, 5743, nan, 1, 1102.48, nan, 0.2161856, nan, 49, 17.0419, nan, 22.01876, 11.03475, 18.25911, 2195, 62639.65, 21.61641, nan, 2283, 1, 2.871154, nan, 5273675.0, 2.942074, nan, 62639.65, 5743, 0.1312354, nan
cz2548, 25.27004, 25608.08, 192, 11555, -0.2490749, 10, 10, 2.12199599996e-314, 1440302.0, nan, 50614.16, -25098.15, nan, nan, nan, nan, 50613.91, 178531.3, nan, nan, nan, 9, nan, 25.27004, nan, 2548, nan, 1.0, 0.08333333, 25674, -56389.06, 1.0, nan, 27, 25099.15, -0.2490242, nan, 25674, 192, nan, 1, -50197.31, nan, 11571, 1, 2548, nan, nan, 88.13873, nan, 511.3865, nan, 12, -50197.31, nan, 56389.06, 1.0, 50630.43, 346, 65249400.0, 72043.86, nan, 192, 8, nan, nan, 18077.47, 201576.0, nan, -65249390.0, 2548, nan, 192
Si10H16, 12.3596, 15.54231, nan, 429423, 15.85937, 26, 26, 4.323588, 2143.488, 0.2593282, 6.668314, 16.35167, nan, nan, nan, 16.32345, 1.220214, 681.9439, nan, nan, 0.2593282, 41, nan, 12.3596, nan, 17077, nan, 15.87951, 1.0, 446500, 0.6714163, 15.89076, 1, 297, 8.698262, 7.653407, nan, 446500, 4833, 2, 1, 25.04993, nan, nan, 97, 17077, nan, 1, 2384.389, nan, 0.5026634, nan, 52, 25.04993, nan, 28.89318, 15.88591, 26.27149, 4768, 265416.0, 28.84677, nan, 4833, 1, 4.323588, nan, 24639400.0, 3.272459, nan, 265416.0, 17077, 0.1648649, nan
piston_E, 10.6467, 0.0004650738, 44, 47390, 0.005752002, 47, 47, 0.002236846, 0.1606508, 0.001064319, 0.02842153, 0.00442134, nan, nan, nan, 0.003395802, 0.0268018, 0.1508245, nan, nan, 0.001064319, 50, nan, 10.6467, nan, 2025, nan, 0.005752002, 1.0, 96805, -0.04933425, 0.005752002, 1, 60, 0.001328226, 0.003093113, nan, 96805, 44, 1, 1, 0.005749566, nan, 47390, 405, 2025, nan, nan, 22.24719, nan, 0.0003525882, nan, 16, 0.005749566, nan, 0.0511112, 0.005752002, 0.03264905, 89, 0.9417744, 0.04987288, nan, 44, 25, 0.002236846, nan, 1154.938, 1.535624, nan, 0.9417744, 2025, 0.002220695, 44
c-27, 9.098086, 23.81708, nan, 13406, -1e-08, 3, 3, nan, 40512.46, nan, 964.8359, 9613.093, nan, nan, nan, nan, 925.6012, 96.47332, nan, nan, nan, 2, nan, 8.0, nan, 4563, nan, 0.07184303, 1.0, 17969, -619.0, 19186.95, 1, 362, 9573.858, 39.23473, nan, 17969, 4525, nan, 1, 19186.95, nan, nan, 2621, 4563, nan, nan, 3298.002, nan, 599.2657, nan, 74, 19186.95, nan, 19186.95, 0.008078318, 19186.95, 2285, 108677.4, 19187.95, nan, 4525, 1, nan, nan, 43998920.0, 489.0298, nan, 108677.4, 4563, nan, nan
c-57, 18.2338, 4.05241, nan, 183682, -1e-08, 5, 5, nan, 76295.3, nan, 933.5835, 36417.06, nan, nan, nan, nan, 797.6031, 1087.147, nan, nan, nan, 2, nan, 19.83686, nan, 37833, nan, 0.2202172, 1.0, 221515, -4230.042, 72698.14, 1, 126, 36281.08, 135.9803, nan, 221515, 37774, nan, 1, 72698.14, nan, nan, 19997, 37833, nan, nan, 28475.76, nan, 392.1887, nan, 74, 72698.14, nan, 72698.14, 0.004700948, 72699.57, 18276, 153314.8, 84608.88, nan, 37774, 1, nan, nan, 3271807000.0, 534.6225, nan, 153314.8, 37833, nan, nan
c-56, 17.60487, 24.0882, nan, 172495, -1e-08, 5, 5, nan, 296327.2, nan, 2081.079, 60615.29, nan, nan, nan, nan, 1545.535, 670.964, nan, nan, nan, 2, nan, 18.97533, nan, 35910, nan, 0.3348388, 1.0, 208405, -7244.933, 120695.0, 1, 1410, 60079.75, 535.5444, nan, 208405, 35815, nan, 1, 120695.0, nan, nan, 19923, 35910, nan, nan, 26578.7, nan, 1563.548, nan, 89, 120695.0, nan, 120695.0, 0.01985812, 120695.0, 16634, 865007.1, 120696.0, nan, 35815, 1, nan, nan, 2853539000.0, 225.3689, nan, 865007.1, 35910, nan, nan
c-54, 30.3247, 6384.915, nan, 179950, -1e-08, 6, 6, nan, 182712500.0, nan, 689710.9, 91284410.0, nan, nan, nan, nan, 674269.3, 707.8515, nan, nan, nan, 2, nan, 30.76654, nan, 31793, nan, 9.912641, 1.0, 211743, -5639.013, 182553400.0, 1, 1702, 91268970.0, 15441.59, nan, 211743, 31755, nan, 1, 182553400.0, nan, nan, 17664, 31793, nan, nan, 23666.59, nan, 1024694.0, nan, 89, 182553400.0, nan, 182553400.0, 8.516832, 182553400.0, 15211, 202995600.0, 182553400.0, nan, 31755, 1, nan, nan, 2262887000.0, 11822.19, nan, 202995600.0, 31793, nan, nan
c-53, 27.33239, 1.507495, nan, 170989, -1e-08, 6, 6, nan, 8381.272, nan, 806.6983, 2699.369, nan, nan, nan, nan, 769.8474, 903.0472, nan, nan, nan, 2, nan, 27.4413, nan, 30235, nan, 0.07241453, 1.0, 201224, -4528.481, 5361.887, 1, 362, 2662.518, 36.85092, nan, 201224, 30229, nan, 1, 5361.887, nan, nan, 16292, 30235, nan, nan, 22713.02, nan, 47.89656, nan, 101, 5361.887, nan, 5361.887, 0.005995121, 5361.887, 14655, 45579.1, 5362.887, nan, 30229, 1, nan, nan, 2082094000.0, 145.5021, nan, 45579.1, 30235, nan, nan
c-52, 16.85768, 91887230000.0, nan, 89384, -1e-08, 4, 4, nan, 1.952113e+15, nan, 117733.0, 9.717312e+14, nan, nan, nan, nan, 117732.9, 585.1607, nan, nan, nan, 2, nan, 18.08109, nan, 23948, nan, 1.216704, 0.989011, 113332, -3762.632, 1.943462e+15, 1, 1714, 9.717312e+14, -0.1084324, nan, 113332, 23947, nan, 1, 1.943462e+15, nan, nan, 13660, 23948, nan, nan, 17562.99, nan, 1.261417e+13, nan, 91, 1.943462e+15, nan, 1.943462e+15, 6.336759, 1.943462e+15, 12471, 2.200515e+15, 1.943462e+15, nan, 23947, 1, nan, nan, 1247863000.0, 1.792327e+16, nan, 2.200515e+15, 23948, nan, nan
c-51, 16.55665, 3.699098, nan, 89927, -1e-08, 4, 4, nan, 13756.12, nan, 1994.878, 2651.737, nan, nan, nan, nan, 1994.878, 424.6667, nan, nan, nan, 2, nan, 19.62762, nan, 23196, nan, 0.1759571, 0.9793814, 113123, -3218.805, 5303.473, 1, 1570, 2651.737, -9.890092e-09, nan, 113123, 23195, nan, 1, 5303.473, nan, nan, 13321, 23196, nan, nan, 17111.48, nan, 90.20227, nan, 97, 5303.473, nan, 5303.473, 0.6842337, 5303.473, 11994, 85804.27, 5304.473, nan, 23195, 1, nan, nan, 1184151000.0, 5.36241e+11, nan, 85804.27, 23196, nan, nan
c-50, 16.55665, 17.62358, nan, 85612, -1e-08, 4, 4, nan, 269312.6, nan, 1291.01, 132977.3, nan, nan, nan, nan, 1196.11, 210.346, nan, nan, nan, 2, nan, 17.52817, nan, 22401, nan, 0.06630666, 1.0, 108013, -2645.109, 265859.7, 1, 1510, 132882.4, 94.89952, nan, 108013, 22290, nan, 1, 265859.7, nan, nan, 12602, 22401, nan, nan, 16272.73, nan, 1799.293, nan, 98, 265859.7, nan, 265859.7, 0.002005677, 265859.7, 11346, 394785.7, 265860.7, nan, 22290, 1, nan, nan, 1070735000.0, 2801.486, nan, 394785.7, 22401, nan, nan
cz628, 27.67454, 1598.457, 105, 2867, -0.2462748, 10, 10, 99.94413, 44676.0, nan, 3106.053, -1556.395, 252.0562, 3194, 32029600.0, -1327.768, 3105.807, 5627.669, nan, 0.4966908, nan, 8, 9972501.0, 27.67633, 1280.076, 628, nan, 1.0, 0.1666667, 6346, -3483.429, 1.0, nan, 27, 1557.395, -0.2463009, 4001.85, 6346, 104, nan, 1, -3113.79, 1963915000.0, 2851, 1, 628, 44496.41, nan, 52.25962, nan, 63.88782, 3840.814, 12, -3113.79, 5659.47, 3483.429, 1.0, 3126.856, 208, 1003831.0, 4481.628, nan, 104, 34, 99.94413, nan, 6406.0, 12642.22, nan, -1003829.0, 628, nan, 105
extr1b_A_38, 9.987241, 0.008880584, 2486, 4302, -8.49802e-05, 4, 4, 475.1179, 459885.0, nan, 30000.0, 47.70455, nan, nan, nan, 154.3752, 99552.82, 459832.9, nan, nan, 293.639, 6, nan, 14.42637, nan, 1299, nan, 499.5685, 0.4875, 11887, -103237.5, 499.5685, nan, 11, 451.864, 61.00314, nan, 11887, 2835, -1.0, 2, 499.5685, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.454451, nan, 240, -404.1594, nan, 103237.5, 499.5685, 100052.4, 4290, 25.18534, 100001.0, nan, 2835, 1295, 475.1179, nan, 4219733.0, 8.189227, nan, -25.18534, 2836, nan, 2486
extr1b_A_31, 13.557, 1.702808, 2835, 6759, 4.154712e-08, 5, 5, 0.1034076, 6234.271, nan, 112.6779, -2414.518, nan, nan, nan, 0.0005613457, 112.5844, 3942.756, nan, nan, nan, 6, nan, 14.40508, nan, 1485, nan, 0.09077616, 0.5166667, 14238, -4830.755, 0.09864927, nan, 11, 2414.644, -0.06811017, nan, 14238, 2481, nan, 2, -4829.163, nan, 4643, nan, 2836, nan, nan, 1306.123, nan, 90.66552, nan, 240, -4829.163, nan, 4830.755, -4829.163, 4829.169, 4491, 4829.163, 4838.556, nan, 2481, 4, 0.1034076, nan, 3721367.0, 51635.22, nan, -4829.163, 2836, 0.06409255, 2835
