Name,Row Variance,Col Variance,Diag Variance,Nonzeroes,Dimension,Frobenius Norm,Frobenius norm of symmetric portion,Frobenius norm of anti-symmetric portion,1 Norm,Inf Norm,Inf Norm of Symmetric Portion,Inf norm of anti-symmetric portion,Max nonzeroes per row,Trace,Abs Trace,Min nonzeroes per row,Avg nonzeroes per row,Dummy rows,Dummy rows kind,Numerical Symmetry,Structural Symmetry,Numeric value symmetry,Nonzero pattern symmetry,row diagonal dominance,col diagonal dominance,diagonal average,diagonal sign,diagonal nonzero count,lower bandwidth,upper bandwidth
circuit204.mtx,0.0334491,0.0344237,0.304119,5883,1020,42.8859,40.1555,15.0577,12.6,11.6,12.1,1.49,18,224.55,224.55,0,5,0,0,0,0,0.852558,0.514023,0,0,0.220147,1,796,816,346
Roget.mtx,7837.21,7373.2,9886.92,3936,1022,43653.1,33641.6,27817.9,9099,11033,9394,7767,15,16252,16252,0,3,0,0,0,0,0.585784,0.220274,0,0,15.9022,1,41,940,940
delaunay_n10.mtx,7027.95,7027.95,0,5412,1024,57167.8,57167.8,0,7652,7652,7652,0,14,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,961,961
M20PI_n1.mtx,0.0121975,0.0121527,0.0149147,2547,1028,45.6033,3.89912,45.4363,7.02792,7.02792,2.93035,7,8,-6.65277,6.65277,0,2,1,1,0,1,0.501606,1,0,0,0.00647157,-1,481,1009,1009
S20PI_n1.mtx,0.0121975,0.0121527,0.0149147,2547,1028,45.6033,3.89912,45.4363,7.02792,7.02792,2.93035,7,8,-6.65277,6.65277,0,2,1,1,0,1,0.501606,1,0,0,0.00647157,-1,481,1009,1009
orsirr_1.mtx,1.39E+08,1.18E+08,4.46E+09,6858,1030,1.85E+06,1.80E+06,413520,568295,535039,484984,83402.4,13,-3.01E+07,3.01E+07,0,6,0,0,0,1,0.934563,1,2,0,29212,-2,1030,554,554
stufe.mtx,5620.64,5620.64,0,3468,1036,45709.2,45709.2,0,5942,5942,5942,0,6,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,1013,1013
rajat04.mtx,357435,360237,726236,8725,1041,31363.8,31361.4,388.552,36096.5,36096.5,36096.5,565.976,661,107213,107213,0,8,0,0,0,1,0.991491,1,0,0,102.991,1,1008,1012,1012
radfr1.mtx,323.222,320.815,2.8842,13299,1048,605.001,429.736,425.856,589.945,683.034,349.118,345.57,41,-101.195,151.352,0,12,1,0,0,0,0.512577,0.0600045,0,0,0.14442,3,88,948,126
msc01050.mtx,1.81E+11,1.81E+11,1.09E+12,26198,1050,4.26E+07,4.26E+07,0,2.58E+07,2.58E+07,2.58E+07,0,128,3.27E+08,3.27E+08,0,24,0,0,1,1,1,1,0,0,311671,2,1050,785,785
can_1054.mtx,13612.6,13612.6,0,8860,1054,60646.7,60646.7,0,16306,16306,16306,0,25,1.11E+06,1.11E+06,0,8,0,0,1,1,1,1,0,0,1053,2,1054,1030,1030
SmaGri.mtx,0.133647,0.0705158,0.000943395,4919,1059,70.1997,49.6639,49.6135,89,232,116,116,232,1,1,0,4,0,1,0,0,0.500508,0.00101647,0,0,0.000944287,1,1,63,1056
can_1072.mtx,14180.1,14180.1,98115.3,10052,1072,71534.8,71534.8,0,16769,16769,16769,0,26,184889,184889,0,9,0,0,1,1,1,1,0,0,172.471,1,326,1048,1048
bcsstm08.mtx,1.94E+09,1.94E+09,4.87E+09,1074,1074,2.29E+06,2.29E+06,0,1.44E+06,1.44E+06,1.44E+06,0,1,5.50E+06,5.50E+06,0,1,1074,1,1,1,1,1,2,2,5123.81,2,1074,0,0
bcsstk08.mtx,5.40E+18,5.40E+18,8.93E+18,12960,1074,1.01E+11,1.01E+11,0,8.95E+10,8.95E+10,8.95E+10,0,339,3.79E+11,3.79E+11,0,12,3,1,1,1,1,1,0,0,3.53E+08,2,1074,590,590
lock1074.mtx,62167.5,62167.5,127854,35294,1074,123611,123611,0,76423,76423,76423,0,82,373136,373136,0,32,0,1,1,1,1,1,0,0,347.426,1,692,593,593
sherman2.mtx,2.97E+15,2.87E+15,2.94E+14,23094,1080,7.00E+09,4.98E+09,4.93E+09,2.70E+09,3.97E+09,2.12E+09,1.85E+09,42,-2.76E+09,2.77E+09,0,21,34,1,0,0,0.527116,0.686239,0,0,2.56E+06,3,1080,221,221
bcsstm09.mtx,6.18E-11,6.18E-11,1.49E-08,1083,1083,0.00492139,0.00492139,0,0.00025902,0.00025902,0.00025902,0,1,0.0935251,0.0935251,0,1,1083,1,1,1,1,1,2,2,8.64E-05,2,1083,0,0
bcsstk09.mtx,1.77E+12,1.77E+12,2.53E+14,18437,1083,8.57E+08,8.57E+08,0,1.01E+08,1.01E+08,1.01E+08,0,23,1.83E+10,1.83E+10,0,17,0,0,1,1,1,1,0,0,1.69E+07,2,1083,62,62
bcsstk10.mtx,4.23E+11,4.23E+11,3.42E+13,22070,1086,2.97E+08,2.97E+08,0,5.21E+07,5.21E+07,5.21E+07,0,27,4.60E+09,4.60E+09,0,20,0,0,1,1,1,1,0,0,4.24E+06,2,1086,37,37
bcsstm10.mtx,261095,261095,1.98E+07,22092,1086,295790,295790,0,40551.1,40551.1,40551.1,0,27,6.45E+06,6.45E+06,0,20,0,0,1,1,1,1,0,0,5937.87,2,1086,37,37
b2_ss.mtx,2.75E+07,2.75E+07,0.00091743,7733,1089,1.09E+06,1.09E+06,0,300007,300007,300007,0,18,1,1,0,7,0,0,1,1,1,1,0,0,0.000918274,1,1,1087,1087
b_dyn.mtx,778057,778057,2.95E-06,8228,1089,41203.5,41203.5,0,29166.8,29166.8,29166.8,0,19,-0.0566834,0.0566834,0,7,0,0,1,1,1,1,0,0,5.21E-05,-1,2,1087,1087
jagmesh3.mtx,6422.72,6422.72,0,5419,1089,55162.5,55162.5,0,6867,6867,6867,0,7,1.18E+06,1.18E+06,0,4,0,0,1,1,1,1,0,0,1088,2,1089,1058,1058
tols1090.mtx,3.04E+09,3.04E+09,39355.8,3546,1090,1.23E+07,8.69E+06,8.69E+06,1.82E+06,1.82E+06,912057,911252,90,-73003.3,73003.3,0,3,0,0,0,0,0.500265,0.485618,0,0,66.9755,-1,872,654,671
GD96_a.mtx,0.0150337,0.110222,0,1677,1096,41.4608,29.3172,29.3172,123,17,61.5,61.5,17,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,1087,1063
sherman4.mtx,1.41828,1.41828,99.6239,3786,1104,503.747,503.65,9.88699,71.6129,71.6132,71.6131,14.1408,7,10310.2,10310.2,0,3,558,0,0,1,0.999059,1,2,0,9.33891,2,1104,368,368
gre_1107.mtx,0.000936286,0.000749097,0.031701,5664,1107,17.9075,14.1318,10.9987,1.00002,1.63631,1.31816,0.99992,7,219.803,219.803,0,5,0,0,0,0,0.599287,0.195445,0,0,0.198558,2,1107,170,613
email.mtx,10225.6,10225.6,0,9368,1133,65947.9,65947.9,0,16141,16141,16141,0,51,0,0,0,8,0,1,1,1,1,1,0,0,0,0,0,605,605
1138_bus.mtx,533730,533730,6.65E+06,4054,1138,125946,125946,0,40366.7,40366.7,40366.7,0,18,973900,973900,0,3,0,0,1,1,1,1,0,0,855.8,2,1138,1030,1030
jagmesh7.mtx,7014.18,7014.18,0,5580,1138,58256.9,58256.9,0,7519,7519,7519,0,7,1.29E+06,1.29E+06,0,4,0,0,1,1,1,1,0,0,1137,2,1138,903,903
jagmesh8.mtx,7746.89,7746.89,0,5613,1141,58687.1,58687.1,0,7914,7914,7914,0,7,1.30E+06,1.30E+06,0,4,0,0,1,1,1,1,0,0,1140,2,1141,223,223
rajat19.mtx,0.072337,0.0754013,0.100912,3699,1157,39.7232,38.2152,10.8412,91.726,87.726,89.726,3,302,62.3475,62.3478,0,3,4,1,0,0,0.92492,0.921282,0,0,0.0538875,3,836,1152,1152
ex32.mtx,3.0719,3.0719,36.8754,11047,1159,298.423,298.423,0,133.333,133.333,133.333,0,13,4151.91,4151.91,0,9,0,0,1,1,1,1,0,0,3.58232,1,863,69,69
eris1176.mtx,55459.1,55459.1,101752,13288,1176,103579,103579,0,68308,68308,68308,0,69,204377,204377,0,11,0,0,1,1,1,1,0,0,173.79,1,358,741,741
jagmesh5.mtx,8032.89,8032.89,0,5778,1180,61481.7,61481.7,0,8194,8194,8194,0,7,1.39E+06,1.39E+06,0,4,0,0,1,1,1,1,0,0,1179,2,1180,757,757
M20PI_n.mtx,3.76903,3.76865,9.03716,2881,1182,113.791,103.218,47.9005,67.7931,67.7931,66.7931,12,12,-224.575,224.575,0,2,0,0,0,1,0.561947,1,0,0,0.189996,-1,485,1150,1150
S20PI_n.mtx,3.76903,3.76865,9.03716,2881,1182,113.791,103.218,47.9005,67.7931,67.7931,66.7931,12,12,-224.575,224.575,0,2,0,0,0,1,0.561947,1,0,0,0.189996,-1,485,1150,1150
cavity06.mtx,0.183653,0.122358,9.94753,29675,1182,201.298,191.647,61.5814,25.4126,28.1385,20.4477,14.6167,62,4584.47,4584.47,0,25,161,0,0,0,0.860433,0.907472,0,0,3.87857,1,883,177,177
cavity08.mtx,0.805235,0.521246,10.5221,29675,1182,300.423,197.746,226.164,56.3341,63.0197,32.4578,45.4508,62,4584.47,4586.75,0,25,161,0,0,0,0.670971,0.907472,0,0,3.8805,3,883,177,177
cavity05.mtx,0.0745804,0.0745804,9.8935,32632,1182,192.28,191.634,15.7508,18.9333,18.9333,18.8444,3.15556,62,4584.47,4584.47,0,27,0,0,0,0,0.965759,0.907472,0,0,3.87857,1,883,177,177
cavity07.mtx,0.436867,0.276445,10.1394,32702,1182,239.762,194.979,139.531,46.9004,45.986,32.6411,31.4473,62,4584.47,4584.47,0,27,0,0,0,0,0.729953,0.907472,0,0,3.87857,1,883,177,177
cavity09.mtx,1.28182,1.00114,11.1507,32702,1182,385.422,206.634,325.349,85.1393,79.4875,51.2106,66.5246,62,4584.47,4592.98,0,27,0,0,0,0,0.622755,0.907472,0,0,3.88577,3,883,177,177
fpga_dcop_05.mtx,0.0866734,0.0866734,0.422825,5852,1220,33.5535,33.5513,0.382531,18.2836,18.2836,18.2836,0.313105,36,407.762,407.762,0,4,0,0,0,0,0.999369,0.855776,0,0,0.334231,1,1136,864,864
fpga_dcop_07.mtx,56.0117,71.0912,35.6684,5855,1220,370.449,301.154,215.727,416.67,416.67,416.67,207.992,36,566.928,566.928,0,4,0,0,0,0,0.81409,0.855337,0,0,0.464695,1,1136,864,864
fpga_dcop_06.mtx,0.0379989,0.0379994,0.170122,5860,1220,24.6795,24.2056,4.81319,11.9892,11.9877,11.9885,3.3511,36,360.978,360.978,0,4,0,0,0,0,0.987783,0.85529,0,0,0.295883,1,1136,864,864
fpga_dcop_04.mtx,0.0464942,0.0464942,0.299767,5884,1220,30.0141,30.0104,0.472091,13.702,13.7015,13.7017,0.407443,36,385.548,385.548,0,4,0,0,0,0,0.998779,0.853841,0,0,0.316023,1,1136,864,864
fpga_dcop_10.mtx,0.0171147,0.0171147,0.100165,5884,1220,20.2148,20.2148,0.00347593,9.45743,9.45733,9.45738,0.00096459,36,329.384,329.384,0,4,0,0,0,0,0.999955,0.853841,0,0,0.269987,1,1136,864,864
fpga_dcop_08.mtx,0.175446,0.175446,0.268166,5888,1220,26.605,26.5893,0.914947,27.5729,27.5727,27.5728,0.893781,36,354.742,354.742,0,4,0,0,0,0,0.998256,0.853601,0,0,0.290772,1,1136,864,864
fpga_dcop_09.mtx,0.168601,0.212958,0.248019,5888,1220,29.9498,27.5873,11.6591,22.9747,22.9747,22.9747,11.271,36,348.297,348.297,0,4,0,0,0,0,0.98007,0.853601,0,0,0.285489,1,1136,864,864
fpga_dcop_01.mtx,0.00574993,0.00574994,0.0685129,5892,1220,18.8048,18.8048,0.000123808,5.72732,5.72727,5.7273,5.66E-05,36,314.184,314.184,0,4,0,0,0,0,0.999997,0.85336,0,0,0.257528,1,1136,864,864
fpga_dcop_02.mtx,0.00579378,0.00579376,0.0685532,5892,1220,18.8084,18.8084,0.00447165,5.74996,5.7498,5.74988,0.00116739,36,314.353,314.353,0,4,0,0,0,0,0.999884,0.85336,0,0,0.257666,1,1136,864,864
fpga_dcop_03.mtx,0.085878,0.085878,0.4096,5892,1220,33.5232,33.5232,0.0298306,18.2067,18.2066,18.2066,0.0202727,36,397.844,397.844,0,4,0,0,0,0,0.99986,0.85336,0,0,0.326102,1,1136,864,864
fpga_dcop_11.mtx,0.0103253,0.0103253,0.0827786,5892,1220,19.4366,19.4366,0.0293831,7.64138,7.64138,7.64138,0.0268928,36,323.135,323.135,0,4,0,0,0,0,0.999902,0.85336,0,0,0.264865,1,1136,864,864
fpga_dcop_12.mtx,0.0318993,0.0318996,0.100703,5892,1220,20.7086,20.7086,0.00326397,10.5514,10.5509,10.5512,0.00100279,36,325.271,325.271,0,4,0,0,0,0,0.999957,0.85336,0,0,0.266616,1,1136,864,864
fpga_dcop_13.mtx,0.00714632,0.00714633,0.0756886,5892,1220,19.2573,19.2573,0.00331097,5.9185,5.91846,5.91848,0.00111775,36,320.372,320.372,0,4,0,0,0,0,0.999956,0.85336,0,0,0.2626,1,1136,864,864
fpga_dcop_14.mtx,0.00588428,0.00588427,0.0703537,5892,1220,18.9246,18.9246,0.00329977,5.79618,5.79595,5.79607,0.0012482,36,317.063,317.063,0,4,0,0,0,0,0.999957,0.85336,0,0,0.259888,1,1136,864,864
fpga_dcop_15.mtx,0.00609346,0.00609348,0.0712961,5892,1220,18.9542,18.9542,0.0139791,5.89912,5.89891,5.89902,0.0126132,36,316.904,316.904,0,4,0,0,0,0,0.999939,0.85336,0,0,0.259757,1,1136,864,864
fpga_dcop_16.mtx,0.00664875,0.00664878,0.0732812,5892,1220,19.0485,19.0485,0.00360877,6.15359,6.15334,6.15347,0.00300193,36,318.77,318.77,0,4,0,0,0,0,0.999974,0.85336,0,0,0.261287,1,1136,864,864
fpga_dcop_17.mtx,0.00971818,0.00971818,0.0765823,5892,1220,19.1954,19.1954,0.00160826,7.27868,7.27861,7.27864,0.000776831,36,319.5,319.5,0,4,0,0,0,0,0.999986,0.85336,0,0,0.261885,1,1136,864,864
fpga_dcop_18.mtx,0.0073376,0.00733758,0.0711747,5892,1220,18.9286,18.9286,0.00178786,6.45989,6.45987,6.45988,0.000717374,36,316.413,316.413,0,4,0,0,0,0,0.999986,0.85336,0,0,0.259355,1,1136,864,864
fpga_dcop_19.mtx,0.00615925,0.00615925,0.0691997,5892,1220,18.8402,18.8402,0.00185274,5.93199,5.9319,5.93195,0.000734852,36,315.092,315.092,0,4,0,0,0,0,0.999986,0.85336,0,0,0.258272,1,1136,864,864
fpga_dcop_20.mtx,0.00580698,0.00580699,0.0694113,5892,1220,18.8537,18.8537,0.00148929,5.75676,5.75659,5.75667,0.000711013,36,315.258,315.258,0,4,0,0,0,0,0.999989,0.85336,0,0,0.258408,1,1136,864,864
fpga_dcop_21.mtx,0.00575015,0.00575012,0.0687566,5892,1220,18.8216,18.8216,0.00158119,5.7274,5.72739,5.72739,0.000793,36,314.78,314.78,0,4,0,0,0,0,0.99999,0.85336,0,0,0.258016,1,1136,864,864
fpga_dcop_22.mtx,0.00574993,0.00574995,0.0684776,5892,1220,18.8085,18.8085,0.000743152,5.72744,5.72727,5.72735,0.000581848,36,314.537,314.537,0,4,0,0,0,0,0.999996,0.85336,0,0,0.257817,1,1136,864,864
fpga_dcop_23.mtx,0.00574993,0.00574993,0.0684718,5892,1220,18.8082,18.8082,0.000698656,5.72739,5.72727,5.72733,0.000434431,36,314.529,314.529,0,4,0,0,0,0,0.999996,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_24.mtx,0.00574993,0.00574994,0.0684702,5892,1220,18.8082,18.8082,0.000847107,5.72739,5.72727,5.72733,0.000590676,36,314.53,314.53,0,4,0,0,0,0,0.999996,0.85336,0,0,0.257812,1,1136,864,864
fpga_dcop_25.mtx,0.00574995,0.00574997,0.0684705,5892,1220,18.8082,18.8082,0.000416875,5.72754,5.72728,5.72741,0.000265137,36,314.528,314.528,0,4,0,0,0,0,0.999998,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_26.mtx,0.00575085,0.00575084,0.0684712,5892,1220,18.8082,18.8082,0.000512851,5.72781,5.72775,5.72778,0.000421458,36,314.529,314.529,0,4,0,0,0,0,0.999998,0.85336,0,0,0.257811,1,1136,864,864
fpga_dcop_27.mtx,0.00576581,0.00576581,0.068484,5892,1220,18.8087,18.8087,0.000507062,5.7355,5.73545,5.73548,0.000414427,36,314.536,314.536,0,4,0,0,0,0,0.999998,0.85336,0,0,0.257817,1,1136,864,864
fpga_dcop_28.mtx,0.00575548,0.00575548,0.0684752,5892,1220,18.8084,18.8084,0.000125908,5.73014,5.73014,5.73014,9.78E-05,36,314.531,314.531,0,4,0,0,0,0,1,0.85336,0,0,0.257812,1,1136,864,864
fpga_dcop_29.mtx,0.0057517,0.0057517,0.0684719,5892,1220,18.8082,18.8082,0.000418702,5.72819,5.72819,5.72819,0.000397235,36,314.529,314.529,0,4,0,0,0,0,0.999999,0.85336,0,0,0.257811,1,1136,864,864
fpga_dcop_30.mtx,0.00575036,0.00575036,0.0684708,5892,1220,18.8082,18.8082,0.000297037,5.72749,5.72749,5.72749,0.000278622,36,314.529,314.529,0,4,0,0,0,0,0.999999,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_31.mtx,0.00574996,0.00574996,0.0684704,5892,1220,18.8082,18.8082,0.000496719,5.72729,5.72729,5.72729,0.000460516,36,314.529,314.529,0,4,0,0,0,0,0.999999,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_32.mtx,0.00574993,0.00574993,0.0684703,5892,1220,18.8082,18.8082,0.0005811,5.72727,5.72727,5.72727,0.000431563,36,314.529,314.529,0,4,0,0,0,0,0.999998,0.85336,0,0,0.257811,1,1136,864,864
fpga_dcop_33.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,0.000380497,5.72727,5.72727,5.72727,0.000325204,36,314.528,314.528,0,4,0,0,0,0,0.999999,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_34.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,0.000163412,5.72727,5.72727,5.72727,0.000141736,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_35.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,6.44E-05,5.72727,5.72727,5.72727,5.58E-05,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_36.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,2.53E-05,5.72727,5.72727,5.72727,2.10E-05,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_37.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,1.21E-05,5.72727,5.72727,5.72727,7.73E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_38.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.81E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_39.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.27E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_40.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.20E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_41.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.19E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_42.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_43.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_44.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_45.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_46.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_47.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_48.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_49.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_50.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_dcop_51.mtx,0.00574993,0.00574993,0.0684704,5892,1220,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,0,4,0,0,0,0,1,0.85336,0,0,0.25781,1,1136,864,864
fpga_trans_01.mtx,0.00582269,0.00582347,0.069828,7382,1220,18.9,18.9,0.00880511,5.76477,5.76492,5.76477,0.00498399,50,317.935,317.935,0,6,0,0,0,1,0.999797,1,0,0,0.260602,1,1154,1085,1085
fpga_trans_02.mtx,0.00582269,0.00582347,0.0698267,7382,1220,18.9006,18.9006,0.00881689,5.76477,5.76492,5.76477,0.0050747,50,317.935,317.935,0,6,0,0,0,1,0.999797,1,0,0,0.260603,1,1154,1085,1085
pores_2.mtx,1.79E+12,1.79E+12,1.12E+12,9613,1224,1.50E+08,1.08E+08,1.04E+08,7.56E+07,7.86E+07,5.13E+07,3.93E+07,16,-3.87E+08,3.92E+08,0,7,0,0,0,0,0.552268,0.661396,0,0,320039,3,1224,471,470
bcsstk27.mtx,2.40E+09,2.40E+09,1.37E+11,56126,1224,2.07E+07,2.07E+07,0,4.31E+06,4.31E+06,4.31E+06,0,54,3.89E+08,3.89E+08,0,45,0,0,1,1,1,1,0,0,317937,2,1224,56,56
bcsstm27.mtx,2851.47,2851.47,232723,56126,1224,30838.3,30838.3,0,4942.95,4942.95,4942.95,0,54,574834,574834,0,45,0,0,1,1,1,1,0,0,469.636,2,1224,56,56
dwt_1242.mtx,11725.5,11725.5,128841,9499,1242,83985,83985,0,12165,12165,12165,0,12,254795,254795,0,7,0,0,1,1,1,1,0,0,205.149,1,413,936,936
rdb1250.mtx,8.07732,8.06647,17397.9,7300,1250,2737.89,2732.79,167.054,181.056,182.506,177.781,4.725,6,-80838.7,80838.7,0,5,0,0,0,1,0.982061,1,0,0,64.671,-2,1250,50,50
rdb1250l.mtx,0.642836,0.631988,1116.67,7300,1250,743.14,724.12,167.054,51.264,52.714,47.989,4.725,6,-19998.8,19998.8,0,5,0,0,0,1,0.934916,1,0,0,15.999,-2,1250,50,50
mahindas.mtx,3.32E+11,1.85E+11,0.0954453,7682,1258,2.05E+07,1.45E+07,1.45E+07,1.53E+07,2.89E+07,1.44E+07,1.44E+07,69,-100.618,100.618,0,6,0,0,0,0,0.500002,0.0302005,0,0,0.0799826,-1,106,1241,934
cz1268.mtx,44416.4,48985.5,1.64E+08,12786,1268,253961,252975,22356.7,17593.5,13894.8,15196.7,4970.78,27,-8.11E+06,8.11E+06,0,10,1,0,0,0,0.959447,0.494291,0,0,6399.23,3,1268,145,145
lshp1270.mtx,8710.07,8710.07,0,6386,1270,68963.8,68963.8,0,8848,8848,8848,0,7,1.61E+06,1.61E+06,0,5,0,0,1,1,1,1,0,0,1269,2,1270,1250,1250
mhd1280b.mtx,0.00312012,0.00312012,0.00312256,1,1280,2,2,0,2,2,2,0,1,2,2,0,0,1,1,1,1,1,1,1,1,0.0015625,1,1,0,0
mhd1280a.mtx,0.00078003,0.00078003,0.00078064,1,1280,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.00078125,1,1,0,0
plbuckle.mtx,3.02E+09,3.02E+09,1.18E+11,30644,1282,1.72E+07,1.72E+07,0,4.09E+06,4.09E+06,4.09E+06,0,44,3.21E+08,3.21E+08,0,23,0,0,1,1,1,1,0,0,250220,2,1282,75,75
coater1.mtx,2.88876,2.99716,0.154304,19457,1348,384.189,344.99,169.065,104.782,91.1649,75.1467,43.8578,55,257,257,0,14,257,0,0,0,0.898392,0.597677,0,0,0.190653,1,257,435,433
jagmesh9.mtx,10524.7,10524.7,139688,8324,1349,91446.3,91446.3,0,10721,10721,10721,0,9,272199,272199,0,6,0,0,1,1,1,1,0,0,201.778,1,426,970,970
rail_1357.mtx,8.05E-13,8.05E-13,1.73E-09,8985,1357,0.000880954,0.000880954,0,7.38E-05,7.38E-05,7.38E-05,0,11,-0.0280398,0.0280398,0,6,0,0,1,1,1,1,0,0,2.07E-05,-2,1357,1327,1327
nnc1374.mtx,288.916,574.481,6.94E-13,8588,1374,9606.95,8771.58,3918.27,3562.15,1789.08,2673.61,888.538,16,0.00032066,0.000346374,0,6,0,0,0,0,0.833611,0.835464,0,0,2.52E-07,3,870,617,617
jagmesh6.mtx,9436.88,9436.88,0,6671,1377,77275.9,77275.9,0,9586,9586,9586,0,7,1.89E+06,1.89E+06,0,4,0,0,1,1,1,1,0,0,1376,2,1377,331,331
ex23.mtx,1.88E+07,1.88E+07,4.58E+08,42760,1409,1.35E+06,1.35E+06,65468,298648,298648,298648,71001.9,67,2.78E+07,2.78E+07,0,30,0,0,0,1,0.995446,1,0,0,19724.5,3,1008,197,202
spiral.mtx,571.744,571.744,786.411,18228,1434,1242.54,1242.54,0,1798.65,1798.65,1798.65,0,99,-9476.65,9476.65,0,12,0,0,1,1,1,1,0,0,6.60854,-2,1434,1418,1418
jagmesh4.mtx,9958.5,9958.5,195206,7230,1440,94820.3,94820.3,0,10068,10068,10068,0,8,400103,400103,0,5,0,0,1,1,1,1,0,0,277.849,1,540,1406,1406
msc01440.mtx,2.04E+08,2.04E+08,1.75E+10,44998,1440,1.18E+07,1.18E+07,0,1.41E+06,1.41E+06,1.41E+06,0,42,2.73E+08,2.73E+08,0,31,0,0,1,1,1,1,0,0,189373,2,1440,1394,1394
bcspwr06.mtx,12180.8,12180.8,184084,6014,1454,85589.4,85589.4,0,12701,12701,12701,0,12,368020,368020,0,4,8,1,1,1,1,1,0,0,253.109,1,488,1341,1341
